Country,Month,track_name,artist_names,Total_Streams
AU,2023-06,(It Goes Like) Nanana - Edit,Peggy Gou,293875
AU,2023-06,...Ready For It?,Taylor Swift,292280
AU,2023-06,10:35,"Tiësto, Tate McRae",1244149
AU,2023-06,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Beyoncé, Kendrick Lamar",349122
AU,2023-06,About Damn Time,Lizzo,545243
AU,2023-07,(It Goes Like) Nanana - Edit,Peggy Gou,1390089
AU,2023-07,...Ready For It?,Taylor Swift,309439
AU,2023-07,10:35,"Tiësto, Tate McRae",1595030
AU,2023-07,2 Be Loved (Am I Ready),Lizzo,641544
AU,2023-07,ASAP,NewJeans,401828
AU,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,3080796
AU,2023-08,10:35,"Tiësto, Tate McRae",1974018
AU,2023-08,3:15 (Breathe),Russ,289281
AU,2023-08,7 Years,Lukas Graham,864921
AU,2023-08,Africa,TOTO,1551989
AU,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,2563171
AU,2023-09,10:35,"Tiësto, Tate McRae",1637161
AU,2023-09,A N X I E T Y (feat. Doechii),"Sleepy Hallow, Doechii",417805
AU,2023-09,Africa,TOTO,1333153
AU,2023-09,After Hours,The Weeknd,315552
AU,2023-10,(It Goes Like) Nanana - Edit,Peggy Gou,2125558
AU,2023-10,10:35,"Tiësto, Tate McRae",1523364
AU,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",1823597
AU,2023-10,7969 Santa,Drake,628876
AU,2023-10,8am in Charlotte,Drake,651844
AU,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,3686055
AU,2023-11,(It Goes Like) Nanana - Edit,Peggy Gou,2228346
AU,2023-11,10:35,"Tiësto, Tate McRae",1620955
AU,2023-11,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",668283
AU,2023-11,500lbs,Lil Tecca,319274
AU,2023-12,(It Goes Like) Nanana - Edit,Peggy Gou,1844684
AU,2023-12,10:35,"Tiësto, Tate McRae",1125271
AU,2023-12,500lbs,Lil Tecca,337795
AU,2023-12,A Holly Jolly Christmas,Burl Ives,2397671
AU,2023-12,A Nonsense Christmas,Sabrina Carpenter,435165
AU,2024-01,(It Goes Like) Nanana - Edit,Peggy Gou,2137668
AU,2024-01,10:35,"Tiësto, Tate McRae",1389858
AU,2024-01,Africa,TOTO,1345273
AU,2024-01,Agora Hills,Doja Cat,2604235
AU,2024-01,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",1735942
AU,2024-02,(It Goes Like) Nanana - Edit,Peggy Gou,2242428
AU,2024-02,...Ready For It?,Taylor Swift,2658521
AU,2024-02,10:35,"Tiësto, Tate McRae",666880
AU,2024-02,22 (Taylor's Version),Taylor Swift,988115
AU,2024-02,500lbs,Lil Tecca,350994
AU,2024-03,...Ready For It?,Taylor Swift,1869991
AU,2024-03,Agora Hills,Doja Cat,1726281
AU,2024-03,Ain't No Sunshine,Bill Withers,1098508
AU,2024-03,All The Small Things,blink-182,714612
AU,2024-03,All The Stars (with SZA),"Kendrick Lamar, SZA",2007815
AU,2024-04,...Ready For It?,Taylor Swift,1083462
AU,2024-04,16 CARRIAGES,Beyoncé,406001
AU,2024-04,7 Minute Drill,J. Cole,525553
AU,2024-04,A Bar Song (Tipsy),Shaboozey,1796237
AU,2024-04,AMERIICAN REQUIEM,Beyoncé,437160
AU,2024-05,A Bar Song (Tipsy),Shaboozey,14646665
AU,2024-05,Africa,TOTO,1593635
AU,2024-05,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,1462391
AU,2024-05,Ain't No Sunshine,Bill Withers,2069031
AU,2024-05,All The Small Things,blink-182,371078
AU,2024-06,360,Charli xcx,1585819
AU,2024-06,A Bar Song (Tipsy),Shaboozey,11078692
AU,2024-06,A Sky Full of Stars,Coldplay,1482317
AU,2024-06,Africa,TOTO,1579694
AU,2024-06,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2231617
AU,2024-07,(Sittin' On) the Dock of the Bay,Otis Redding,1218385
AU,2024-07,28,Zach Bryan,2035906
AU,2024-07,360,Charli xcx,2615131
AU,2024-07,A Bar Song (Tipsy),Shaboozey,9419391
AU,2024-07,A Sky Full of Stars,Coldplay,1602064
AU,2024-08,(Sittin' On) the Dock of the Bay,Otis Redding,447155
AU,2024-08,28,Zach Bryan,2777988
AU,2024-08,3 Nights,Dominic Fike,379546
AU,2024-08,360,Charli xcx,4134619
AU,2024-08,365,Charli xcx,1218011
AU,2024-09,28,Zach Bryan,2136032
AU,2024-09,360,Charli xcx,2229927
AU,2024-09,A Bar Song (Tipsy),Shaboozey,7112230
AU,2024-09,ALL RED,Playboi Carti,630959
AU,2024-09,Africa,TOTO,1716079
AU,2024-10,28,Zach Bryan,2181253
AU,2024-10,360,Charli xcx,1252632
AU,2024-10,A Bar Song (Tipsy),Shaboozey,8172495
AU,2024-10,A Lot More Free,Max McNown,2296008
AU,2024-10,A Sky Full of Stars,Coldplay,2359841
AU,2024-11,(Sittin' On) the Dock of the Bay,Otis Redding,1723735
AU,2024-11,2 hands,Tate McRae,1991003
AU,2024-11,28,Zach Bryan,793366
AU,2024-11,3 Nights,Dominic Fike,364107
AU,2024-11,A Bar Song (Tipsy),Shaboozey,5639192
AU,2024-12,2 hands,Tate McRae,1282204
AU,2024-12,360,Charli xcx,365064
AU,2024-12,A Bar Song (Tipsy),Shaboozey,2900112
AU,2024-12,A Lot More Free,Max McNown,386039
AU,2024-12,A Nonsense Christmas,Sabrina Carpenter,500441
BR,2023-06,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",1313298
BR,2023-06,085 - Ao Vivo,Rogerinho,9781849
BR,2023-06,3AM (PXT4 RASA),"Sotam, Matheus Muniz",3096244
BR,2023-06,5 Regras - Ao Vivo,Jorge & Mateus,5034722
BR,2023-06,A Culpa É Nossa - Ao Vivo,Maiara & Maraisa,9756499
BR,2023-07,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",6900444
BR,2023-07,085 - Ao Vivo,Rogerinho,12068426
BR,2023-07,2023,"Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER",3503902
BR,2023-07,5 Regras - Ao Vivo,Jorge & Mateus,6056231
BR,2023-07,A Culpa É Nossa - Ao Vivo,Maiara & Maraisa,12508623
BR,2023-08,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",9311563
BR,2023-08,085 - Ao Vivo,Rogerinho,11653540
BR,2023-08,2023,"Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER",8940089
BR,2023-08,5 Regras - Ao Vivo,Jorge & Mateus,6767682
BR,2023-08,A Cara do Crime 4 (Acendo a Flor),"Mc Poze do Rodo, MC Cabelinho, MC Ryan SP, Bielzin, Oruam, Portugal No Beat",4103340
BR,2023-09,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",7158294
BR,2023-09,085 - Ao Vivo,Rogerinho,7693316
BR,2023-09,2023,"Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER",6574816
BR,2023-09,5 Da Manhã - Ao Vivo,"Raí Saia Rodada, João Gomes",1107510
BR,2023-09,5 Regras - Ao Vivo,Jorge & Mateus,5105847
BR,2023-10,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",5791464
BR,2023-10,085 - Ao Vivo,Rogerinho,4560120
BR,2023-10,2023,"Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER",5167032
BR,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",6008596
BR,2023-10,5 Da Manhã - Ao Vivo,"Raí Saia Rodada, João Gomes",5421516
BR,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1438155
BR,2023-11,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",6642672
BR,2023-11,10 Carros,"Chefin, Mainstreet, LB Único",2481151
BR,2023-11,20 Ligações,Baco Exu do Blues,1118597
BR,2023-11,2023,"Vulgo FK, MC Ryan SP, Tkd, Bvga Beatz, MATHINVOKER",2068507
BR,2023-12,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",5630588
BR,2023-12,10 Carros,"Chefin, Mainstreet, LB Único",20314111
BR,2023-12,400K,"Mc IG, DJ Jorgin",4006394
BR,2023-12,5 Da Manhã - Ao Vivo,"Raí Saia Rodada, João Gomes",5305134
BR,2023-12,A Culpa É Nossa - Ao Vivo,Maiara & Maraisa,6412725
BR,2024-01,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",5060764
BR,2024-01,10 Carros,"Chefin, Mainstreet, LB Único",19602098
BR,2024-01,3 Dias Virado,Mc IG,3866403
BR,2024-01,400K,"Mc IG, DJ Jorgin",7044037
BR,2024-01,5 Da Manhã - Ao Vivo,"Raí Saia Rodada, João Gomes",5470552
BR,2024-02,01 Não É 02,"Mc Paiva ZS, Love Funk, DJ Ak beats",2485127
BR,2024-02,10 Carros,"Chefin, Mainstreet, LB Único",16833738
BR,2024-02,20 Ligações,Baco Exu do Blues,1094343
BR,2024-02,3 Dias Virado,Mc IG,1117433
BR,2024-02,30 Cadeados - Ao Vivo,"Gusttavo Lima, Mari Fernandez",12274687
BR,2024-03,10 Carros,"Chefin, Mainstreet, LB Único",7056494
BR,2024-03,20 Ligações,Baco Exu do Blues,3368911
BR,2024-03,30 Cadeados - Ao Vivo,"Gusttavo Lima, Mari Fernandez",1074569
BR,2024-03,400K,"Mc IG, DJ Jorgin",10078846
BR,2024-03,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,15996230
BR,2024-04,10 Carros,"Chefin, Mainstreet, LB Único",6452395
BR,2024-04,16 CARRIAGES,Beyoncé,1138173
BR,2024-04,400K,"Mc IG, DJ Jorgin",7143341
BR,2024-04,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,14020905
BR,2024-04,A Gente Se Entrega,NATTAN,4686945
BR,2024-05,10 Carros,"Chefin, Mainstreet, LB Único",7607341
BR,2024-05,400K,"Mc IG, DJ Jorgin",9026341
BR,2024-05,5 Regras - Ao Vivo,Jorge & Mateus,1566591
BR,2024-05,A Casa É Sua,Casa Worship,2240588
BR,2024-05,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,14228449
BR,2024-06,10 Carros,"Chefin, Mainstreet, LB Único",2958376
BR,2024-06,400K,"Mc IG, DJ Jorgin",8961703
BR,2024-06,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,9905819
BR,2024-06,A Culpa Não É Minha,"Mc Jacaré, MC Kevin o Chris",5131111
BR,2024-06,A Gente Se Entrega,NATTAN,1276617
BR,2024-07,20 Ligações,Baco Exu do Blues,1170882
BR,2024-07,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",2450575
BR,2024-07,400K,"Mc IG, DJ Jorgin",8394104
BR,2024-07,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,8363566
BR,2024-07,A Culpa Não É Minha,"Mc Jacaré, MC Kevin o Chris",7554537
BR,2024-08,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",10820661
BR,2024-08,400K,"Mc IG, DJ Jorgin",10119302
BR,2024-08,A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,8089924
BR,2024-08,A Culpa Não É Minha,"Mc Jacaré, MC Kevin o Chris",7154860
BR,2024-08,A Internet É Toxica,"Dj Lc, DJ JOAO DA INESTAN, Mc Pretchako, MC Saci, Complexo dos Hits",9673325
BR,2024-09,04AM,Matuê,6935501
BR,2024-09,1993,Matuê,12618780
BR,2024-09,2 Descaradinhos - Ao Vivo,"Léo Santana, Ana Castela",2525376
BR,2024-09,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",11653797
BR,2024-09,333,Matuê,9306489
BR,2024-10,04AM,Matuê,1390556
BR,2024-10,1993,Matuê,10831126
BR,2024-10,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",20222348
BR,2024-10,333,Matuê,6206712
BR,2024-10,365 Dias (Vida Mansa),"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto",18684583
BR,2024-11,1993,Matuê,5853087
BR,2024-11,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",18890523
BR,2024-11,365 Dias (Vida Mansa),"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto",19528238
BR,2024-11,4 Enganados,Manu,2897863
BR,2024-11,400K,"Mc IG, DJ Jorgin",8095857
BR,2024-12,1993,Matuê,3291097
BR,2024-12,300 no 7,"MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada",8466612
BR,2024-12,365 Dias (Vida Mansa),"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto",9677017
BR,2024-12,400K,"Mc IG, DJ Jorgin",4554566
BR,2024-12,A Bebê Quer Oque,"MC Cebezinho, DJ Oreia, Menor Richard, Love Funk, MC GP, Mc Don Juan",7643677
DE,2023-06,(It Goes Like) Nanana - Edit,Peggy Gou,563698
DE,2023-06,10:35,"Tiësto, Tate McRae",2058249
DE,2023-06,200 km/h,Apache 207,1010976
DE,2023-06,2020 est.,Dante YN,1287876
DE,2023-06,3 Kugeln,"Alies, Samra",524876
DE,2023-07,(It Goes Like) Nanana - Edit,Peggy Gou,2700735
DE,2023-07,10:35,"Tiësto, Tate McRae",2337817
DE,2023-07,200 km/h,Apache 207,975042
DE,2023-07,5 Sonnen,Olexesh,580065
DE,2023-07,5ive on it,"KALIM, Bawer",3071900
DE,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,4878070
DE,2023-08,200 km/h,Apache 207,462523
DE,2023-08,50ccm,"Tream, treamiboii",1716150
DE,2023-08,5ive on it,"KALIM, Bawer",3097990
DE,2023-08,61 Grad (Deep House RMX),"Endzone, TM",2935477
DE,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,4005292
DE,2023-09,100 km/h,Bausa,579159
DE,2023-09,2 KINDER DER STRASSE,"NGEE, Teflon030",519442
DE,2023-09,200 km/h,Apache 207,463378
DE,2023-09,23 Freestyle,HamedLoco,963843
DE,2023-10,(It Goes Like) Nanana - Edit,Peggy Gou,2784743
DE,2023-10,1000 Mal,"Bausa, LEA",4848817
DE,2023-10,14 PASSENGER,reezy,3680969
DE,2023-10,19 Stufen,"SANNA, Samra",754782
DE,2023-10,2 Handys,Gola Gianni,1211881
DE,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1542044
DE,2023-11,(It Goes Like) Nanana - Edit,Peggy Gou,1633736
DE,2023-11,1000 Mal,"Bausa, LEA",4033648
DE,2023-11,14 PASSENGER,reezy,7874257
DE,2023-11,2 Germans (feat. Gzuz),"Luciano, Gzuz",7921081
DE,2023-12,1000 Mal,"Bausa, LEA",1817296
DE,2023-12,14 PASSENGER,reezy,3599893
DE,2023-12,2 Germans (feat. Gzuz),"Luciano, Gzuz",1832022
DE,2023-12,2003,"Liaze, equal",2418937
DE,2023-12,3 Haselnüsse,"Jaques Raupé, Felix Harrer",6062501
DE,2024-01,(It Goes Like) Nanana - Edit,Peggy Gou,684771
DE,2024-01,1000 Mal,"Bausa, LEA",2144614
DE,2024-01,10:35,"Tiësto, Tate McRae",490453
DE,2024-01,112,Jazeek,5011652
DE,2024-01,14 PASSENGER,reezy,2882586
DE,2024-02,1000 Mal,"Bausa, LEA",1037744
DE,2024-02,112,Jazeek,2630975
DE,2024-02,14 PASSENGER,reezy,2367234
DE,2024-02,2003,"Liaze, equal",2138252
DE,2024-02,3 Haselnüsse,"Jaques Raupé, Felix Harrer",1184752
DE,2024-03,14 PASSENGER,reezy,503958
DE,2024-03,61 Grad (Deep House RMX),"Endzone, TM",1038874
DE,2024-03,7 Mädchen,Paula Hartmann,581862
DE,2024-03,7araga,"Rap La Rue, Aymen",807714
DE,2024-03,9 bis 9,"SIRA, Bausa, badchieff",4247971
DE,2024-04,100 MANN (100K),"KARDO, SHABAB, X WAVE",736164
DE,2024-04,61 Grad (Deep House RMX),"Endzone, TM",1584859
DE,2024-04,7 Mädchen,Paula Hartmann,563278
DE,2024-04,9 bis 9,"SIRA, Bausa, badchieff",3631075
DE,2024-04,A Bar Song (Tipsy),Shaboozey,594491
DE,2024-05,10 SEKUNDEN,"Kianush, YAKARY, PA Sports",1741629
DE,2024-05,3 Worte,"ELEHA, Montez",2340948
DE,2024-05,61 Grad (Deep House RMX),"Endzone, TM",2968106
DE,2024-05,80qm,Nina Chuba,2382077
DE,2024-05,9 bis 9,"SIRA, Bausa, badchieff",4682040
DE,2024-06,1. Mai,Pashanim,743944
DE,2024-06,100 TSD,AK AUSSERKONTROLLE,1897865
DE,2024-06,2000,Pashanim,4844381
DE,2024-06,2001,K.I.Z,656502
DE,2024-06,2007 skit (hk beatz),Pashanim,951244
DE,2024-07,2000,Pashanim,4833773
DE,2024-07,80qm,Nina Chuba,2587352
DE,2024-07,9 bis 9,"SIRA, Bausa, badchieff",3230174
DE,2024-07,A Bar Song (Tipsy),Shaboozey,6404799
DE,2024-07,A General,Amo,601330
DE,2024-08,2000,Pashanim,3560596
DE,2024-08,9 bis 9,"SIRA, Bausa, badchieff",3540660
DE,2024-08,A Bar Song (Tipsy),Shaboozey,6836536
DE,2024-08,A Sky Full of Stars,Coldplay,3006336
DE,2024-08,Abenteuerland,"FiNCH, SDP, Phil The Beat",5264319
DE,2024-09,1994,"RIN, oddworld",1856610
DE,2024-09,2000,Pashanim,2363866
DE,2024-09,229 - Drehbuch der Täuschung - Teil 02,Die drei ???,528820
DE,2024-09,229 - Drehbuch der Täuschung - Teil 03,Die drei ???,553172
DE,2024-09,229 - Drehbuch der Täuschung - Teil 04,Die drei ???,552433
DE,2024-10,1994,"RIN, oddworld",4281086
DE,2024-10,2000,Pashanim,527199
DE,2024-10,40 Tage,Shindy,2367435
DE,2024-10,7 LEERE ZIMMER (feat. Henning May),"Ufo361, Henning May",3830545
DE,2024-10,8HT,LACAZETTE,3082364
DE,2024-11,0 GRAD (feat. Symba),"Ufo361, Symba",1249309
DE,2024-11,070 Shake,"Trettmann, Bonez MC",1916404
DE,2024-11,100 Lieder,Milano,670034
DE,2024-11,1999,Mucco,714527
DE,2024-11,2 hands,Tate McRae,1325495
DE,2024-12,$$,"Lucio101, KALIM",624548
DE,2024-12,070 Shake,"Trettmann, Bonez MC",599081
DE,2024-12,100 Push Ups,THIZZY52,722213
DE,2024-12,A Bar Song (Tipsy),Shaboozey,1706144
DE,2024-12,A Holly Jolly Christmas,Burl Ives,651158
ES,2023-06,01 dE ENEro,"Duki, Lucho SSJ",589783
ES,2023-06,3 Am,"Eladio Carrion, Brytiago",2014829
ES,2023-06,4 PREZ,Cruz Cafuné,452046
ES,2023-06,69,"Nicky Jam, Feid",4213529
ES,2023-06,A 300,"JC Reyes, Pedro Calderon, Blacknife",1357518
ES,2023-07,11 Y ONCE,"Tainy, Sech, E.VAX",531599
ES,2023-07,3 Am,"Eladio Carrion, Brytiago",3349395
ES,2023-07,69,"Nicky Jam, Feid",2598360
ES,2023-07,A 300,"JC Reyes, Pedro Calderon, Blacknife",2910587
ES,2023-07,A Mí,Rels B,430073
ES,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,369669
ES,2023-08,3 Am,"Eladio Carrion, Brytiago",3842796
ES,2023-08,69,"Nicky Jam, Feid",956585
ES,2023-08,6PM EN MALLORCA,Eladio Carrion,1680435
ES,2023-08,A 300,"JC Reyes, Pedro Calderon, Blacknife",6576944
ES,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,797380
ES,2023-09,2 Extraños,Aitana,717370
ES,2023-09,24 Rosas,Aitana,721246
ES,2023-09,3 Am,"Eladio Carrion, Brytiago",2904769
ES,2023-09,34 Amor y Mafia,"JC Reyes, Camin",808433
ES,2023-10,1000 veces,"DELLAFUENTE, Beny Jr",418027
ES,2023-10,2 Extraños,Aitana,420154
ES,2023-10,24 Rosas,Aitana,484957
ES,2023-10,3 Am,"Eladio Carrion, Brytiago",2173955
ES,2023-10,30GP,"JC Reyes, π Beats",1848600
ES,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,532765
ES,2023-11,3 Am,"Eladio Carrion, Brytiago",2566797
ES,2023-11,30GP,"JC Reyes, π Beats",1228126
ES,2023-11,34 Amor y Mafia,"JC Reyes, Camin",2039046
ES,2023-11,A 300,"JC Reyes, Pedro Calderon, Blacknife",7202227
ES,2023-12,3 Am,"Eladio Carrion, Brytiago",1887927
ES,2023-12,34 Amor y Mafia,"JC Reyes, Camin",1673942
ES,2023-12,50 PALOS,Feid,739078
ES,2023-12,A 300,"JC Reyes, Pedro Calderon, Blacknife",6289594
ES,2023-12,ALAKRAN,Feid,2471511
ES,2024-01,3 Am,"Eladio Carrion, Brytiago",1886368
ES,2024-01,34 Amor y Mafia,"JC Reyes, Camin",1757923
ES,2024-01,A 300,"JC Reyes, Pedro Calderon, Blacknife",6651019
ES,2024-01,AMARGURA,KAROL G,2563644
ES,2024-01,APA,"Mora, Quevedo",771775
ES,2024-02,3 Am,"Eladio Carrion, Brytiago",2399874
ES,2024-02,34 Amor y Mafia,"JC Reyes, Camin",2440554
ES,2024-02,38,"JC Reyes, Biwan La Pauta, Pedro Calderon",636995
ES,2024-02,A 300,"JC Reyes, Pedro Calderon, Blacknife",8115839
ES,2024-02,AMARGURA,KAROL G,3113768
ES,2024-03,1000COSAS,"Lola Indigo, Manuel Turizo",8686831
ES,2024-03,3 Am,"Eladio Carrion, Brytiago",1838149
ES,2024-03,34 Amor y Mafia,"JC Reyes, Camin",1923960
ES,2024-03,38,"JC Reyes, Biwan La Pauta, Pedro Calderon",3344913
ES,2024-03,A 300,"JC Reyes, Pedro Calderon, Blacknife",5919482
ES,2024-04,1000COSAS,"Lola Indigo, Manuel Turizo",8730223
ES,2024-04,100xCiento,"Foreign Teck, Eladio Carrion, De La Ghetto, Wisin",1080884
ES,2024-04,3 Am,"Eladio Carrion, Brytiago",399781
ES,2024-04,34 Amor y Mafia,"JC Reyes, Camin",836860
ES,2024-04,38,"JC Reyes, Biwan La Pauta, Pedro Calderon",1103045
ES,2024-05,"1 de Enero, Puntacana",Rels B,883987
ES,2024-05,1000COSAS,"Lola Indigo, Manuel Turizo",8970120
ES,2024-05,100xCiento,"Foreign Teck, Eladio Carrion, De La Ghetto, Wisin",2993457
ES,2024-05,3 Am,"Eladio Carrion, Brytiago",995886
ES,2024-05,3 CAÍDAS,SAIKO,3515900
ES,2024-06,0 CONFIANZA,"Rvfv, Morad",4862215
ES,2024-06,1000COSAS,"Lola Indigo, Manuel Turizo",7753128
ES,2024-06,12:15,DELLAFUENTE,454518
ES,2024-06,13 Preguntas,DELLAFUENTE,1104907
ES,2024-06,3 Am,"Eladio Carrion, Brytiago",509227
ES,2024-07,0 CONFIANZA,"Rvfv, Morad",1148227
ES,2024-07,1000COSAS,"Lola Indigo, Manuel Turizo",7589455
ES,2024-07,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",3465707
ES,2024-07,34 Amor y Mafia,"JC Reyes, Camin",453470
ES,2024-07,4TO 23,Aitana,3367073
ES,2024-08,1000COSAS,"Lola Indigo, Manuel Turizo",8627483
ES,2024-08,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",4521339
ES,2024-08,444,"Yan Block, Panda Black",1792544
ES,2024-08,4TO 23,Aitana,2834869
ES,2024-08,A 300,"JC Reyes, Pedro Calderon, Blacknife",2843522
ES,2024-09,1000COSAS,"Lola Indigo, Manuel Turizo",5452991
ES,2024-09,2 K 1 6,"Omar Courtz, Bryant Myers",580715
ES,2024-09,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",2653274
ES,2024-09,3 PECADOS DESPUES…,Milo j,2336075
ES,2024-09,444,"Yan Block, Panda Black",1916432
ES,2024-10,1 ENTERO,JC Reyes,449668
ES,2024-10,1000COSAS,"Lola Indigo, Manuel Turizo",5647413
ES,2024-10,2 K 1 6,"Omar Courtz, Bryant Myers",1811568
ES,2024-10,2PA2,Los Diozes,410185
ES,2024-10,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",2930724
ES,2024-11,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",5013633
ES,2024-11,1000COSAS,"Lola Indigo, Manuel Turizo",3033284
ES,2024-11,14 FEBREROS,"Quevedo, Sin Nombre",2302907
ES,2024-11,2:12 AM,"Rauw Alejandro, LATIN MAFIA",516873
ES,2024-11,2AM,"Sebastian Yatra, Bad Gyal",1382144
ES,2024-12,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",1766759
ES,2024-12,1000COSAS,"Lola Indigo, Manuel Turizo",1349900
ES,2024-12,14 FEBREROS,"Quevedo, Sin Nombre",1849802
ES,2024-12,2AM,"Sebastian Yatra, Bad Gyal",2749914
ES,2024-12,444,"Yan Block, Panda Black",1224545
FR,2023-06,(It Goes Like) Nanana - Edit,Peggy Gou,481710
FR,2023-06,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",2841746
FR,2023-06,10.03.2023,Werenoi,1462896
FR,2023-06,1ère Sommation,"Liim’s, Gazo",440593
FR,2023-06,2 Be Loved (Am I Ready),Lizzo,842121
FR,2023-07,(It Goes Like) Nanana - Edit,Peggy Gou,1766723
FR,2023-07,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",4871610
FR,2023-07,10.03.2023,Werenoi,2028018
FR,2023-07,2 Be Loved (Am I Ready),Lizzo,1210527
FR,2023-07,22h22,"YG Pablo, Sofiane Pamart, Josman",1189927
FR,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,4228272
FR,2023-08,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",5632538
FR,2023-08,10.03.2023,Werenoi,2308053
FR,2023-08,25 G,Ninho,1643158
FR,2023-08,3 singes,"Werenoi, Ninho",2022281
FR,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,3254778
FR,2023-09,1 2 3 4,"Zokush, RK",2256339
FR,2023-09,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",3200315
FR,2023-09,10.03.2023,Werenoi,2412565
FR,2023-09,3 singes,"Werenoi, Ninho",1588050
FR,2023-10,(It Goes Like) Nanana - Edit,Peggy Gou,1851007
FR,2023-10,1 2 3 4,"Zokush, RK",3307851
FR,2023-10,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",3134509
FR,2023-10,10.03.2023,Werenoi,2654000
FR,2023-10,187 mesures (feat. Ninho),"Leto, Ninho",616404
FR,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,344565
FR,2023-11,1 2 3 4,"Zokush, RK",4979609
FR,2023-11,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",2086347
FR,2023-11,10.03.2023,Werenoi,2883133
FR,2023-11,187 mesures (feat. Ninho),"Leto, Ninho",339160
FR,2023-12,1 2 3 4,"Zokush, RK",3884880
FR,2023-12,10.03.2023,Werenoi,2236527
FR,2023-12,100K,Gazo,6253527
FR,2023-12,200K,Tiakola,3470603
FR,2023-12,24,La Fève,632579
FR,2024-01,*,PLK,453040
FR,2024-01,1 2 3 4,"Zokush, RK",3489647
FR,2024-01,10.03.2023,Werenoi,2259880
FR,2024-01,100K,Gazo,2741519
FR,2024-01,2006 - Opps qui court,Kerchak,784527
FR,2024-02,1 2 3 4,"Zokush, RK",3259601
FR,2024-02,10.03.2023,Werenoi,3514526
