country,track_name,artist_names,date,total_weeks,total_streams,avg_streams_per_week
AU,Mr. Brightside,The Killers,28,1512,2513140,628285.0
AU,Mr. Brightside,The Killers,21,1508,2543109,635777.25
AU,Mr. Brightside,The Killers,14,1504,2543396,635849.0
AU,Riptide,Vance Joy,28,1504,3328557,832139.25
AU,Mr. Brightside,The Killers,07,1500,2530018,632504.5
AU,Riptide,Vance Joy,21,1500,3450232,862558.0
AU,Riptide,Vance Joy,14,1496,3220493,805123.25
AU,Riptide,Vance Joy,07,1492,3105783,776445.75
AU,Dreams - 2004 Remaster,Fleetwood Mac,28,1192,2476648,619162.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,21,1188,2430117,607529.25
AU,Dreams - 2004 Remaster,Fleetwood Mac,14,1184,2426756,606689.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,07,1180,2430396,607599.0
AU,Mr. Brightside,The Killers,12,1174,2119793,706597.67
AU,Mr. Brightside,The Killers,05,1171,2018379,672793.0
AU,Riptide,Vance Joy,12,1168,2717103,905701.0
AU,Riptide,Vance Joy,05,1165,2615885,871961.67
AU,Mr. Brightside,The Killers,25,1149,1947797,649265.67
AU,Mr. Brightside,The Killers,18,1146,1975707,658569.0
AU,Mr. Brightside,The Killers,11,1143,1938844,646281.33
AU,Riptide,Vance Joy,25,1143,2599423,866474.33
AU,Mr. Brightside,The Killers,04,1140,1977632,659210.67
AU,Riptide,Vance Joy,18,1140,2695077,898359.0
AU,Riptide,Vance Joy,11,1137,2712717,904239.0
AU,Riptide,Vance Joy,04,1134,2453740,817913.33
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",28,1132,1797847,449461.75
AU,Party In The U.S.A.,Miley Cyrus,21,1128,1769444,442361.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",21,1128,1864710,466177.5
AU,Party In The U.S.A.,Miley Cyrus,14,1124,1772737,443184.25
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",14,1124,1897938,474484.5
AU,Party In The U.S.A.,Miley Cyrus,07,1120,1768553,442138.25
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",07,1120,1932758,483189.5
AU,Mr. Brightside,The Killers,29,1116,1805057,601685.67
AU,Mr. Brightside,The Killers,22,1113,1824791,608263.67
AU,Mr. Brightside,The Killers,15,1110,1830478,610159.33
AU,Riptide,Vance Joy,29,1110,2349019,783006.33
AU,Riptide,Vance Joy,22,1107,2293231,764410.33
AU,Riptide,Vance Joy,15,1104,2373365,791121.67
AU,Say You Won't Let Go,James Arthur,28,1100,1136923,378974.33
AU,Say You Won't Let Go,James Arthur,21,1097,1109829,369943.0
AU,Say You Won't Let Go,James Arthur,14,1094,1100289,366763.0
AU,Someone You Loved,Lewis Capaldi,28,1076,2002212,500553.0
AU,Someone You Loved,Lewis Capaldi,21,1072,2018491,504622.75
AU,Someone You Loved,Lewis Capaldi,14,1068,2036708,509177.0
AU,Someone You Loved,Lewis Capaldi,07,1064,2051507,512876.75
AU,Lose Yourself,Eminem,21,1044,1498916,374729.0
AU,Lose Yourself,Eminem,14,1040,1505365,376341.25
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",28,986,1732301,433075.25
AU,No Role Modelz,J. Cole,21,984,1944764,486191.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",21,982,1760833,440208.25
AU,No Role Modelz,J. Cole,14,980,2005299,501324.75
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",14,978,1744810,436202.5
AU,No Role Modelz,J. Cole,07,976,2029796,507449.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",07,974,1728784,432196.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,12,934,2071317,690439.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,05,931,2049762,683254.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,25,909,1761027,587009.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,18,906,1726631,575543.67
AU,Dreams - 2004 Remaster,Fleetwood Mac,11,903,1738408,579469.33
AU,Blinding Lights,The Weeknd,28,900,1688835,422208.75
AU,Dreams - 2004 Remaster,Fleetwood Mac,04,900,1785519,595173.0
AU,Blinding Lights,The Weeknd,07,888,1858069,464517.25
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",05,886,1282240,427413.33
AU,Dreams - 2004 Remaster,Fleetwood Mac,29,876,1616591,538863.67
AU,Dreams - 2004 Remaster,Fleetwood Mac,22,873,1604727,534909.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,15,870,1610925,536975.0
AU,Party In The U.S.A.,Miley Cyrus,25,864,1241916,413972.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",25,864,1364034,454678.0
AU,Party In The U.S.A.,Miley Cyrus,18,861,1288532,429510.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",18,861,1361404,453801.33
AU,Party In The U.S.A.,Miley Cyrus,11,858,1346501,448833.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",11,858,1420723,473574.33
AU,Party In The U.S.A.,Miley Cyrus,04,855,1384793,461597.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",04,855,1379757,459919.0
AU,Someone You Loved,Lewis Capaldi,12,847,1377017,459005.67
AU,Someone You Loved,Lewis Capaldi,05,844,1374413,458137.67
AU,One Dance,"Drake, Wizkid, Kyla",28,836,1707144,426786.0
AU,Party In The U.S.A.,Miley Cyrus,29,831,1226819,408939.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",29,831,1497515,499171.67
AU,Party In The U.S.A.,Miley Cyrus,22,828,1236014,412004.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",22,828,1497447,499149.0
AU,Party In The U.S.A.,Miley Cyrus,15,825,1251395,417131.67
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",15,825,1505270,501756.67
AU,One Dance,"Drake, Wizkid, Kyla",07,824,1682068,420517.0
AU,Someone You Loved,Lewis Capaldi,25,822,1559677,519892.33
AU,Someone You Loved,Lewis Capaldi,18,819,1567159,522386.33
AU,Someone You Loved,Lewis Capaldi,11,816,1534306,511435.33
AU,Party In The U.S.A.,Miley Cyrus,28,813,1367048,455682.67
AU,Someone You Loved,Lewis Capaldi,04,813,1497545,499181.67
AU,Don't Stop Believin' (2022 Remaster),Journey,12,794,1475911,491970.33
AU,Don't Stop Believin' (2022 Remaster),Journey,05,791,1474073,491357.67
AU,Someone You Loved,Lewis Capaldi,29,789,1648572,549524.0
AU,Someone You Loved,Lewis Capaldi,22,786,1490413,496804.33
AU,Someone You Loved,Lewis Capaldi,15,783,1571578,523859.33
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",12,778,1304137,434712.33
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",05,775,1298559,432853.0
AU,Mr. Brightside,The Killers,08,770,1383867,691933.5
AU,Mr. Brightside,The Killers,01,768,1436912,718456.0
AU,Riptide,Vance Joy,08,766,1738695,869347.5
AU,Riptide,Vance Joy,01,764,1788545,894272.5
AU,Mr. Brightside,The Killers,26,762,1390747,695373.5
AU,Don't Stop Believin' (2022 Remaster),Journey,04,760,1264843,421614.33
AU,Mr. Brightside,The Killers,19,760,1374875,687437.5
AU,Mr. Brightside,The Killers,31,759,1264471,632235.5
AU,Riptide,Vance Joy,26,758,1918911,959455.5
AU,Mr. Brightside,The Killers,24,757,1296881,648440.5
AU,No Role Modelz,J. Cole,25,756,1324670,441556.67
AU,Riptide,Vance Joy,19,756,1928443,964221.5
AU,Summer Of '69,Bryan Adams,11,756,1125885,375295.0
AU,Mr. Brightside,The Killers,17,755,1277196,638598.0
AU,Riptide,Vance Joy,31,755,1643434,821717.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",25,753,1261506,420502.0
AU,Mr. Brightside,The Killers,10,753,1289083,644541.5
AU,No Role Modelz,J. Cole,18,753,1380359,460119.67
AU,Riptide,Vance Joy,24,753,1587373,793686.5
AU,Summer Of '69,Bryan Adams,04,753,1137890,379296.67
AU,Mr. Brightside,The Killers,03,751,1309304,654652.0
AU,Riptide,Vance Joy,17,751,1594675,797337.5
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",18,750,1255083,418361.0
AU,Mr. Brightside,The Killers,30,750,1223755,611877.5
AU,No Role Modelz,J. Cole,11,750,1466359,488786.33
AU,Riptide,Vance Joy,10,749,1657982,828991.0
AU,Mr. Brightside,The Killers,23,748,1183576,591788.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",11,747,1247958,415986.0
AU,No Role Modelz,J. Cole,04,747,1366654,455551.33
AU,Riptide,Vance Joy,03,747,1641589,820794.5
AU,Mr. Brightside,The Killers,16,746,1173282,586641.0
AU,Riptide,Vance Joy,30,746,1769005,884502.5
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",04,744,1244516,414838.67
AU,Mr. Brightside,The Killers,09,744,1160123,580061.5
AU,Riptide,Vance Joy,23,744,1670682,835341.0
AU,Mr. Brightside,The Killers,02,742,1128237,564118.5
AU,Riptide,Vance Joy,16,742,1541162,770581.0
AU,Say You Won't Let Go,James Arthur,25,741,803785,401892.5
AU,Say You Won't Let Go,James Arthur,26,741,686125,343062.5
AU,Riptide,Vance Joy,09,740,1507727,753863.5
AU,Say You Won't Let Go,James Arthur,18,739,812615,406307.5
AU,Say You Won't Let Go,James Arthur,19,739,702550,351275.0
AU,Riptide,Vance Joy,02,738,1699520,849760.0
AU,Say You Won't Let Go,James Arthur,11,737,799103,399551.5
AU,Say You Won't Let Go,James Arthur,12,737,702144,351072.0
AU,Mr. Brightside,The Killers,27,736,1171626,585813.0
AU,Say You Won't Let Go,James Arthur,05,735,684846,342423.0
AU,Mr. Brightside,The Killers,20,734,1150253,575126.5
AU,Mr. Brightside,The Killers,13,732,1140405,570202.5
AU,Riptide,Vance Joy,27,732,1450573,725286.5
AU,Mr. Brightside,The Killers,06,730,1113464,556732.0
AU,Riptide,Vance Joy,20,730,1494897,747448.5
AU,Riptide,Vance Joy,13,728,1506158,753079.0
AU,Summer Of '69,Bryan Adams,15,728,1040998,346999.33
AU,Riptide,Vance Joy,06,726,1353497,676748.5
AU,No Role Modelz,J. Cole,29,723,1433082,477694.0
AU,Say You Won't Let Go,James Arthur,02,721,708158,354079.0
AU,No Role Modelz,J. Cole,22,720,1467429,489143.0
AU,Say You Won't Let Go,James Arthur,29,720,723574,361787.0
AU,Say You Won't Let Go,James Arthur,22,718,726630,363315.0
AU,No Role Modelz,J. Cole,15,717,1467471,489157.0
AU,Say You Won't Let Go,James Arthur,15,716,737459,368729.5
AU,Blinding Lights,The Weeknd,12,715,1227372,409124.0
AU,Say You Won't Let Go,James Arthur,27,715,696520,348260.0
AU,Say You Won't Let Go,James Arthur,20,713,746051,373025.5
AU,Blinding Lights,The Weeknd,05,712,1238031,412677.0
AU,Say You Won't Let Go,James Arthur,13,711,760198,380099.0
AU,Say You Won't Let Go,James Arthur,06,709,786998,393499.0
AU,Blinding Lights,The Weeknd,25,690,1253259,417753.0
AU,Blinding Lights,The Weeknd,18,687,1275632,425210.67
AU,Go Your Own Way - 2004 Remaster,Fleetwood Mac,05,677,1123066,374355.33
AU,One Dance,"Drake, Wizkid, Kyla",12,667,1292958,430986.0
AU,Blinding Lights,The Weeknd,29,657,1239780,413260.0
AU,Blinding Lights,The Weeknd,22,654,1216461,405487.0
AU,Blinding Lights,The Weeknd,15,651,1224457,408152.33
AU,Dreams - 2004 Remaster,Fleetwood Mac,08,610,1193602,596801.0
AU,Heat Waves,Glass Animals,12,610,1346649,448883.0
AU,One Dance,"Drake, Wizkid, Kyla",29,609,1227724,409241.33
AU,Dreams - 2004 Remaster,Fleetwood Mac,01,608,1153378,576689.0
AU,One Dance,"Drake, Wizkid, Kyla",22,606,1227440,409146.67
AU,Dreams - 2004 Remaster,Fleetwood Mac,26,602,1367534,683767.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,19,600,1349391,674695.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,31,599,1293495,646747.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,24,597,1226151,613075.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,17,595,1152337,576168.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,10,593,1206799,603399.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,03,591,1078073,539036.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,30,590,1185204,592602.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,23,588,1197648,598824.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,16,586,1236671,618335.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,09,584,1195430,597715.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,02,582,1276585,638292.5
AU,Party In The U.S.A.,Miley Cyrus,08,580,869708,434854.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",08,580,938658,469329.0
AU,lovely (with Khalid),"Billie Eilish, Khalid",08,579,738947,369473.5
AU,Party In The U.S.A.,Miley Cyrus,01,578,852667,426333.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",01,578,905186,452593.0
AU,lovely (with Khalid),"Billie Eilish, Khalid",01,577,694927,347463.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,27,576,986523,493261.5
AU,lovely (with Khalid),"Billie Eilish, Khalid",19,576,692437,346218.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,20,574,988168,494084.0
AU,Dreams - 2004 Remaster,Fleetwood Mac,13,572,1004115,502057.5
AU,Party In The U.S.A.,Miley Cyrus,26,572,918257,459128.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",26,572,889071,444535.5
AU,Dreams - 2004 Remaster,Fleetwood Mac,06,570,980316,490158.0
AU,Party In The U.S.A.,Miley Cyrus,19,570,891636,445818.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",19,570,878177,439088.5
AU,Party In The U.S.A.,Miley Cyrus,31,569,833342,416671.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",31,569,899302,449651.0
AU,Africa,TOTO,26,567,773428,386714.0
AU,Party In The U.S.A.,Miley Cyrus,24,567,837288,418644.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",24,567,898372,449186.0
AU,lovely (with Khalid),"Billie Eilish, Khalid",03,567,717337,358668.5
AU,Africa,TOTO,19,565,746329,373164.5
AU,Party In The U.S.A.,Miley Cyrus,17,565,805333,402666.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",17,565,921036,460518.0
AU,Party In The U.S.A.,Miley Cyrus,10,563,807003,403501.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",10,563,896423,448211.5
AU,Party In The U.S.A.,Miley Cyrus,03,561,825823,412911.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",03,561,971751,485875.5
AU,Africa,TOTO,17,560,682715,341357.5
AU,Party In The U.S.A.,Miley Cyrus,30,560,852720,426360.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",30,560,1066787,533393.5
AU,Africa,TOTO,10,558,718691,359345.5
AU,Party In The U.S.A.,Miley Cyrus,23,558,852814,426407.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",23,558,956894,478447.0
AU,Wonderwall - Remastered,Oasis,02,558,681856,340928.0
AU,Africa,TOTO,03,556,740886,370443.0
AU,Party In The U.S.A.,Miley Cyrus,16,556,845380,422690.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",16,556,962869,481434.5
AU,Africa,TOTO,30,555,758037,379018.5
AU,Party In The U.S.A.,Miley Cyrus,09,554,863478,431739.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",09,554,916475,458237.5
AU,Africa,TOTO,23,553,756173,378086.5
AU,Party In The U.S.A.,Miley Cyrus,02,552,856551,428275.5
AU,Someone You Loved,Lewis Capaldi,08,552,1134485,567242.5
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",02,552,895874,447937.0
AU,Africa,TOTO,16,551,720745,360372.5
AU,Someone You Loved,Lewis Capaldi,01,550,1014954,507477.0
AU,Africa,TOTO,09,549,698468,349234.0
AU,Party In The U.S.A.,Miley Cyrus,27,546,752334,376167.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",27,546,998277,499138.5
AU,Party In The U.S.A.,Miley Cyrus,20,544,761011,380505.5
AU,Someone You Loved,Lewis Capaldi,26,544,990520,495260.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",20,544,1004471,502235.5
AU,Party In The U.S.A.,Miley Cyrus,13,542,775196,387598.0
AU,Someone You Loved,Lewis Capaldi,19,542,998410,499205.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",13,542,1011352,505676.0
AU,Africa,TOTO,27,541,687093,343546.5
AU,Someone You Loved,Lewis Capaldi,31,541,997181,498590.5
AU,Party In The U.S.A.,Miley Cyrus,06,540,782016,391008.0
AU,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",06,540,1030748,515374.0
AU,Africa,TOTO,20,539,693550,346775.0
AU,Someone You Loved,Lewis Capaldi,24,539,996922,498461.0
AU,Africa,TOTO,13,537,715699,357849.5
AU,Someone You Loved,Lewis Capaldi,17,537,979954,489977.0
AU,Africa,TOTO,06,535,681174,340587.0
AU,Someone You Loved,Lewis Capaldi,10,535,1025387,512693.5
AU,Someone You Loved,Lewis Capaldi,03,533,1016756,508378.0
AU,Someone You Loved,Lewis Capaldi,30,532,1002496,501248.0
AU,Someone You Loved,Lewis Capaldi,23,530,962957,481478.5
AU,Someone You Loved,Lewis Capaldi,16,528,988836,494418.0
AU,Someone You Loved,Lewis Capaldi,09,526,1001128,500564.0
AU,Someone You Loved,Lewis Capaldi,02,524,996105,498052.5
AU,Don't Stop Believin' (2022 Remaster),Journey,08,518,915474,457737.0
AU,Someone You Loved,Lewis Capaldi,27,518,992854,496427.0
AU,Don't Stop Believin' (2022 Remaster),Journey,01,516,934900,467450.0
AU,Someone You Loved,Lewis Capaldi,20,516,1027573,513786.5
AU,Lose Yourself,Eminem,17,514,715218,357609.0
AU,Someone You Loved,Lewis Capaldi,13,514,1078136,539068.0
AU,Don't Stop Believin' (2022 Remaster),Journey,26,513,1003968,501984.0
AU,Someone You Loved,Lewis Capaldi,06,512,1109975,554987.5
AU,Don't Stop Believin' (2022 Remaster),Journey,19,511,977492,488746.0
AU,Don't Stop Believin' (2022 Remaster),Journey,31,510,917544,458772.0
AU,Summer Of '69,Bryan Adams,08,509,753447,376723.5
AU,Don't Stop Believin' (2022 Remaster),Journey,24,508,931338,465669.0
AU,No Role Modelz,J. Cole,08,508,919864,459932.0
AU,Lose Yourself,Eminem,27,507,720939,360469.5
AU,Summer Of '69,Bryan Adams,01,507,750809,375404.5
AU,Don't Stop Believin' (2022 Remaster),Journey,17,506,938407,469203.5
AU,No Role Modelz,J. Cole,01,506,911088,455544.0
AU,Lose Yourself,Eminem,20,505,734515,367257.5
AU,Don't Stop Believin' (2022 Remaster),Journey,10,504,1022396,511198.0
AU,Summer Of '69,Bryan Adams,26,504,726612,363306.0
AU,Lose Yourself,Eminem,13,503,746954,373477.0
AU,Don't Stop Believin' (2022 Remaster),Journey,03,502,968147,484073.5
AU,Don't Stop Believin' (2022 Remaster),Journey,30,501,919330,459665.0
AU,Lose Yourself,Eminem,06,501,724355,362177.5
AU,Don't Stop Believin' (2022 Remaster),Journey,23,499,875526,437763.0
AU,Summer Of '69,Bryan Adams,24,499,709291,354645.5
AU,Don't Stop Believin' (2022 Remaster),Journey,16,497,861566,430783.0
AU,No Role Modelz,J. Cole,31,497,954398,477199.0
AU,Summer Of '69,Bryan Adams,17,497,685880,342940.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",31,496,832883,416441.5
AU,Summer Of '69,Bryan Adams,30,496,701251,350625.5
AU,Don't Stop Believin' (2022 Remaster),Journey,09,495,824533,412266.5
AU,No Role Modelz,J. Cole,24,495,940804,470402.0
AU,Summer Of '69,Bryan Adams,10,495,703790,351895.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",24,494,837325,418662.5
AU,Don't Stop Believin' (2022 Remaster),Journey,02,493,732109,366054.5
AU,Summer Of '69,Bryan Adams,03,493,749872,374936.0
AU,No Role Modelz,J. Cole,10,491,968382,484191.0
AU,No Role Modelz,J. Cole,30,488,1007931,503965.5
AU,Don't Stop Believin' (2022 Remaster),Journey,27,487,872286,436143.0
AU,No Role Modelz,J. Cole,23,486,975494,487747.0
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",23,485,1039040,519520.0
AU,Don't Stop Believin' (2022 Remaster),Journey,20,485,883663,441831.5
AU,No Role Modelz,J. Cole,16,484,1006435,503217.5
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",16,483,1013206,506603.0
AU,Don't Stop Believin' (2022 Remaster),Journey,13,483,904413,452206.5
AU,No Role Modelz,J. Cole,09,482,976501,488250.5
AU,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",09,481,866654,433327.0
AU,Don't Stop Believin' (2022 Remaster),Journey,06,481,897870,448935.0
AU,No Role Modelz,J. Cole,02,480,943986,471993.0
AU,Blinding Lights,The Weeknd,31,453,1034317,517158.5
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",21,549,4039861,1346620.33
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,28,448,6983266,1745816.5
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,21,444,7281861,1820465.25
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,14,440,6617383,1654345.75
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,07,436,6688470,1672117.5
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,12,376,6643676,2214558.67
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,05,373,6514358,2171452.67
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",12,370,2628124,1314062.0
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",05,368,2503497,1251748.5
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",26,367,2459937,1229968.5
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",17,359,2458541,1229270.5
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",28,357,2979331,1489665.5
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",03,356,2306492,1153246.0
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",14,353,2557744,1278872.0
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,25,351,6522522,2174174.0
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",07,351,2693686,1346843.0
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,18,348,6554607,2184869.0
BR,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",15,348,2100307,1050153.5
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,11,345,6178758,2059586.0
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,04,342,5900113,1966704.33
BR,Blinding Lights,The Weeknd,19,332,2313320,1156660.0
BR,Blinding Lights,The Weeknd,12,330,2449440,1224720.0
BR,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,25,327,4314626,1438208.67
BR,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,18,324,4387574,1462524.67
BR,I Wanna Be Yours,Arctic Monkeys,28,320,5384319,1346079.75
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,29,318,5425296,1808432.0
BR,As It Was,Harry Styles,18,316,4004902,1334967.33
BR,I Wanna Be Yours,Arctic Monkeys,21,316,5462243,1365560.75
BR,Licor 43,"KayBlack, AMUSIK, Wall Hein",28,316,6513475,1628368.75
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,22,315,6306620,2102206.67
BR,Vampiro,"Matuê, WIU, Teto",25,315,3558605,1186201.67
BR,Aquela Pessoa - Ao Vivo,Henrique & Juliano,15,312,5714932,1904977.33
BR,I Wanna Be Yours,Arctic Monkeys,14,312,5492621,1373155.25
BR,Licor 43,"KayBlack, AMUSIK, Wall Hein",21,312,6611190,1652797.5
BR,Vampiro,"Matuê, WIU, Teto",18,312,3448991,1149663.67
BR,As It Was,Harry Styles,04,311,3915941,1305313.67
BR,Vampiro,"Matuê, WIU, Teto",11,309,3427333,1142444.33
BR,I Wanna Be Yours,Arctic Monkeys,07,308,5547329,1386832.25
BR,Licor 43,"KayBlack, AMUSIK, Wall Hein",14,308,6289043,1572260.75
BR,Licor 43,"KayBlack, AMUSIK, Wall Hein",07,304,7024418,1756104.5
BR,Dois Enganados,"Murilo Huff, Marília Mendonça",12,300,4033612,1344537.33
BR,Dois Enganados,"Murilo Huff, Marília Mendonça",05,297,3779832,1259944.0
BR,Dois Enganados,"Murilo Huff, Marília Mendonça",28,284,4414054,1471351.33
BR,Vampiro,"Matuê, WIU, Teto",29,284,3843978,1281326.0
