Country,artist_names,streams
BR,"Som de Faculdade, Rogerinho",1465529
BR,"Pedro Padilha, Pvz1n",1432040
BR,"AntonioVivald, Dom Silver",1406989
BR,"IZA, Mc Carol",1399693
BR,"Lauana Prado, LELIS",1387025
BR,"Ryu, The Runner, 6ee, Iuri Rio Branco, Jean Tassy",1379926
BR,"Bruno Rosa, Clayton & Romário",1368593
BR,"Os Parazim, Thiago e Samuel, Hugo & Guilherme",1360048
BR,Mka,1358159
BR,"Beyoncé, Post Malone",1356961
BR,"Miguel Cross, mal.",1341787
BR,"LUDMILLA, Veigh",1335558
BR,"DJ Gouveia, DJ DEIVÃO",1315958
BR,"Mc Negão Original, DJ Japa NK, DJ DAVI DOGDOG",1305630
BR,"Diego Faco, Kamisa 10",1299730
BR,"vtze archive, Mc Ster",1297825
BR,"Felipão, Tarcísio do Acordeon",1296155
BR,Turma do Pagode,1290687
BR,The Kid LAROI,1283944
BR,"KayBlack, Vulgo FK, Mãolee",1279441
BR,Lucas Rocha,1275361
BR,"Filipe Ret, Marquinho no Beat, Dallass",1271902
BR,"Gabriel Costta, Os Parazim",1269492
BR,"Mc IG, MC Ryan SP, DJ Glenner, Lil Kid 777, Mc Don Juan, MC GH do 7, MC Hariel, MC LUUKY, MC Marcos IP, MC Nego Micha, Mc Menor Kau, Mc Paiva ZS, TrapLaudo, Ttheuz1n",1269448
BR,DJ YAPPER,1262115
BR,"Travie McCoy, Bruno Mars",1254688
BR,RM,1251006
BR,"Alok, Bebe Rexha",1247492
BR,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga",1246194
BR,Eminem,1245177
BR,"DJ Yas, MC LCKaiique, Dexhenry",1244804
BR,Thiago Carvalho,1242815
BR,"João Bosco & Vinicius, Gustavo Mioto",1242240
BR,Jovem Dionisio,1236304
BR,"Mc IG, MC Ryan SP, MC Hariel, Fepache, Murillo e LT no Beat",1230725
BR,Ruangoat,1227572
BR,Wham!,1224484
BR,"Fiduma & Jeca, Luan Pereira",1218890
BR,IZA,1218657
BR,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts",1207054
BR,"GORDÃO DO PC, DJ LUCAS DE PAULA, Kadu Martins, MC Kevin o Chris",1205302
BR,Taty Girl,1202975
BR,"Jimin, Sofia Carson",1197089
BR,vetementsboy,1195644
BR,Selena Gomez,1186405
BR,"Nagalli, Veigh, Supernova Ent",1169375
BR,Fagner,1166578
BR,"Travis Scott, Beyoncé",1166005
BR,"Zé Felipe, Mc Jacaré",1164336
BR,"Travis Scott, Bad Bunny, The Weeknd",1158285
BR,"Zé Felipe, MC Ryan SP",1157106
BR,"Jennifer e Stephany, Gustavo Mioto",1152455
BR,Troye Sivan,1151763
BR,"Pabllo Vittar, Will Love",1148368
BR,The Goo Goo Dolls,1141967
BR,"Anitta, Melody",1139032
BR,"Luiz Henrique e Leo, Lauana Prado",1136004
BR,"DJ Zigão, Mc Rodrigo do CN, FP do Trem Bala",1133136
BR,"Ramon e Randinho, Tarcísio do Acordeon",1130553
BR,Katy Perry,1127288
BR,Conan Gray,1126216
BR,"Solange Almeida, Hungria",1122903
BR,"Vulgo FK, Pedro Lotto, Galdino",1120817
BR,"Mc Kevin, Djay W",1119447
BR,Djonga,1114783
BR,"Ariana Grande, Nonna",1113457
BR,"Mc Kevin, MC Hariel, Dj Nene",1109764
BR,"cjnobeat, Bibi Babydoll, Mc Gw",1108543
BR,"xaviorthemachine, Dev1lHawk, alper6nen",1103406
BR,"MC Ryan SP, Mc IG, MC Paulin da Capital, Dj Victor, MC GH do 7, MC GP, Mc Kadu, Mc Kanhoto",1099805
BR,"Zé Vaqueiro, Tarcísio do Acordeon",1092563
BR,Péricles,1089711
BR,Vitinho Imperador,1089515
BR,"Mc Kevin, Mc Don Juan, Djay W",1074906
BR,"Veigh, Caio Luccas, Nagalli, Honaiser, Bvga Beatz, Supernova Ent",1074432
BR,"Veigh, L7NNON, Luccas Carlos, Nagalli, Pedro Lotto, Bvga Beatz, Supernova Ent",1071549
BR,"DENNIS, MC Kevin o Chris, Maluma, KAROL G",1068211
BR,"L7NNON, LeodoKick, Ajaxx, HHR, Anitta",1066542
BR,"j-hope, Gaeko, YOON MIRAE",1066233
BR,"Oruam, MC Ryan SP, Murillo e LT no Beat, Mainstreet",1063344
BR,"Dilsinho, Rafinha RSQ, Nadson O Ferinha",1059188
BR,NewJeans,1055527
BR,"MC Teteu, Dj Serpinha",1051464
BR,"MC K.K, Dj TG Beats, Dj Aurélio, MC Lipivox",1046112
BR,"Mc Kevin, MC Ryan SP, DJ Jorgin",1043326
BR,"Travis Scott, Drake",1042686
BR,"Nicki Minaj, Ice Spice, Aqua",1041565
BR,"Halsey, SUGA",1035839
BR,"Os Barões Da Pisadinha, MC Ryan SP, Mc Daniel",1029072
BR,"Zé Vaqueiro, Felipe Amorim",1025376
BR,"Fred & Fabrício, Jorge & Mateus",1023069
BR,"Leviano, MC Cabelinho",1023036
BR,"Lia Clark, Pabllo Vittar",1022628
BR,"Djonga, Veigh, LISBOA",1022080
BR,"Dj Vitor Lima, Dyamante DJ",1011608
BR,Forró do HF,1010267
BR,"Kyan, Mu540",1008814
BR,"Vulgo FK, Wall Hein, Yokame",1008736
BR,"João Neto & Frederico, Murilo Huff",1004041
BR,"Djonga, MC Cabelinho",992142
BR,"Jão, Anitta",985515
BR,"Mc Poze do Rodo, Vulgo FK, Portugal No Beat, Galdino",975754
BR,"Paulo e Nathan, Guilherme & Benuto",967626
BR,"Mc Jacaré, Dj Tk",967511
DE,AYLIVA,480692124
DE,Pashanim,355495865
DE,Linkin Park,238461288
DE,Apache 207,236191196
DE,Eminem,202420356
DE,Taylor Swift,173418784
DE,Billie Eilish,170135385
DE,Jazeek,143184456
DE,BENNETT,139958118
DE,Nina Chuba,135463117
DE,YAKARY,132022156
DE,LACAZETTE,127022139
DE,"cassö, RAYE, D-Block Europe",121843783
DE,"Udo Lindenberg, Apache 207",120067065
DE,Artemas,115552926
DE,"Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer",109438420
DE,Tate McRae,109032985
DE,reezy,105058165
DE,Benson Boone,104459052
DE,"SIRA, Bausa, badchieff",100567383
DE,"AYLIVA, Apache 207",98966340
DE,"Tream, treamiboii",94530073
DE,Bobby Vandamme,90836661
DE,"$OHO BANI, Herbert Grönemeyer, Ericson",88982905
DE,Sabrina Carpenter,86065039
DE,"FiNCH, Tream",82250935
DE,Kenya Grace,74137540
DE,Tom Odell,73021128
DE,CYRIL,72428401
DE,"Niklas Dee, Old Jim, Enny-Mae",71967586
DE,Natasha Bedingfield,70657484
DE,"FOURTY, Bausa, CHEKAA",69692622
DE,Creeds,69567007
DE,Bonez MC,69517731
DE,David Kushner,68147199
DE,Travis Scott,67679925
DE,"Ski Aggu, Joost, Otto Waalkes",66931584
DE,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",66048938
DE,Teddy Swims,65880921
DE,Luciano,65185306
DE,"Travis Scott, Playboi Carti",64670794
DE,"Dardan, Azet",63473214
DE,"Ski Aggu, SIRA",63288720
DE,"Yung Yury, Damn Yury",62800990
DE,The Neighbourhood,62494926
DE,Mark Ambor,62361013
DE,"FloyyMenor, Cris Mj",62011994
DE,Shirin David,61803382
DE,"Miksu / Macloud, makko",61802133
DE,Miley Cyrus,61187311
DE,Ariana Grande,60520234
DE,"David Guetta, Bebe Rexha",60249920
DE,"Ofenbach, Norma Jean Martine",59755256
DE,Doja Cat,59707251
DE,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",59185206
DE,"erobé, KXXMA, Lyfrix",57777303
DE,Dua Lipa,57560960
DE,"MilleniumKid, JBS",57018232
DE,"Alok, Mondello'G, CERES, Tribbs",55642483
DE,Lord Huron,54394808
DE,"01099, Paul, Ski Aggu",53436524
DE,"Jaxomy, Agatino Romero, Raffaella Carrà",53381867
DE,Montez,53309435
DE,Mariah Carey,52645612
DE,Matt Sassari,52505216
DE,Hozier,50608383
DE,Coldplay,50319791
DE,GReeeN,50059532
DE,iñigo quintero,49779503
DE,Wham!,49452243
DE,"David Guetta, Anne-Marie, Coi Leray",49093911
DE,Djo,49035293
DE,Dasha,47339333
DE,Journey,46758487
DE,"Amaru, Gringo Bamba",46586875
DE,Berq,46561246
DE,"RAF Camora, Ski Aggu",45669166
DE,Michael Bublé,45029190
DE,Jack Harlow,44873548
DE,"CIVO, Maxe",44869802
DE,"Kontra K, Lana Del Rey",44810072
DE,Shaboozey,44540364
DE,"Ski Aggu, Endzone, Ericson",44464703
DE,Vance Joy,44362250
DE,Tiësto,44173805
DE,Myles Smith,43652132
DE,"¥$, Kanye West, Ty Dolla $ign",43341290
DE,Olivia Rodrigo,43071265
DE,Gunna,42387891
DE,"The Weeknd, Playboi Carti, Madonna",42135569
DE,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",41669741
DE,"Don Omar, Lucenzo",41626070
DE,"Nina Chuba, Chapo102",40791957
DE,Sia,40455494
DE,"Zartmann, Ski Aggu, Dauner",40338219
DE,"AYLIVA, MERO",40203182
DE,Dean Martin,39973411
DE,Amo,39943924
DE,Alligatoah,39765805
DE,Beyoncé,39740750
DE,CRO,38078546
DE,Shakin' Stevens,37502650
DE,"Timbaland, Keri Hilson, D.O.E.",36892092
DE,"SDP, Sido, Esther Graf",36297401
DE,1986zig,36048428
DE,"twocolors, Safri Duo, Chris de Sarandy",35686106
DE,"David Guetta, OneRepublic",34462132
DE,"Luciano, Omah Lay",34328754
DE,Rolf Zuckowski,33078728
DE,OneRepublic,32270996
DE,"6PM RECORDS, Ski Aggu, Haaland936, SIRA",31965339
DE,"Dave, Central Cee",31829921
DE,"Coolio, L.V.",31793334
DE,Kendrick Lamar,31222662
DE,Hava,30889970
DE,Sosa La M,30593667
DE,"Zerb, Sofiya Nzau",30548169
DE,Tyla,30357168
DE,Dardan,30227088
DE,The Killers,29803727
DE,"Olexesh, Ataypapi, ilo 7araga, CHEKAA",29797138
DE,SOFFIE,29771557
DE,"Miksu / Macloud, t-low",29699975
DE,Harry Styles,29678838
DE,"Disturbed, CYRIL",29392256
DE,"Peter Fox, Inéz",29323418
DE,Kelly Clarkson,29114226
DE,"Zartmann, Drumla, Dauner",28991343
DE,"Marnik, Naeleck, VINAI",28788030
DE,"Luciano, Jazeek",28237872
DE,"Lady Gaga, Bruno Mars",28223946
DE,RAF Camora,28220725
DE,"Kygo, Ava Max",28165945
DE,Tommy Richman,28110015
DE,"SDP, IIVEN, NESS",27956099
DE,Lithe,27687510
DE,"HBz, 2 Engel & Charlie",27454336
DE,"Luciano, Aitch, BIA",27451884
DE,Chappell Roan,26020123
DE,"Lost Frequencies, Calum Scott",25950588
DE,"Taylor Swift, Post Malone",25780868
DE,"Jazeek, Milano",25347702
DE,"Tream, treamiboii, HBz",25336190
DE,Chris Rea,25183794
DE,"The Weeknd, JENNIE, Lily-Rose Depp",25014891
DE,"Luciano, Hurts, 6PM RECORDS, SIRA",24967477
DE,"Lost Frequencies, Tom Odell",24947007
DE,"Endzone, TM",24884879
DE,Bryan Adams,24836606
DE,Brenda Lee,24567216
DE,Lana Del Rey,24383673
DE,Melanie Thornton,24243019
DE,"Sevdaliza, Pabllo Vittar, Yseult",24214101
DE,"RAF Camora, Luciano",24001878
DE,Ski Aggu,23842155
DE,"HUGEL, Topic, Arash, Daecolm",23721184
DE,"Sampagne, badchieff, CRO",23714350
DE,"01099, Gustav, Zachi",23661021
DE,Gracie Abrams,23296884
DE,"Future, Metro Boomin, Travis Scott, Playboi Carti",23284146
DE,Filow,23132905
DE,"Sonny Wern, Lyente, Quinten Circle, ZANA",22968915
DE,Richy Mitch & The Coal Miners,22354420
DE,"Purple Disco Machine, Kungs, Julian Perretta",22197715
DE,DANO,22148744
DE,The Kid LAROI,21967763
DE,"Liaze, equal",21743895
DE,"BHZ, SIRA, Ion Miles",21566527
DE,"Kontra K, SANTOS",21564753
DE,"KATI K, FiNCH",21406181
DE,Adele,21350998
DE,HoodBlaq,21317543
DE,"Jamal, HoodBlaq",21314175
DE,ART,21064444
DE,"Metro Boomin, The Weeknd, 21 Savage",20948992
DE,"Ikke Hüftgold, Schürze, DJ Robin",20914088
DE,Bobby Helms,20887829
DE,"LIZOT, KYANU",20776258
DE,José Feliciano,20751963
DE,Loreen,20696353
DE,"Jazeek, Luciano, Miksu / Macloud",20668047
DE,"Niclov, Baron",20586694
DE,"Rap La Rue, Jiyo, ilo 7araga, Aymen",20512392
DE,Azet,20438967
DE,"Pitbull, AFROJACK, Ne-Yo, Nayer",20305628
DE,Kontra K,20265097
DE,Chris Brown,20258445
DE,Jordan Adetunji,20213578
DE,"Elley Duhé, Whethan",20157363
DE,"Hanumankind, Kalmi",19728537
DE,"badmómzjay, Kool Savas",19724275
DE,"Aitch, Luciano",19698364
DE,Paul McCartney,19561670
DE,"David Guetta, Kim Petras",19517984
DE,Gigi Perez,19483103
DE,Shindy,19450049
DE,WALK THE MOON,19121834
DE,"Central Cee, Lil Baby",19095679
DE,"John Lennon, Yoko Ono",18980268
DE,JEREMIAS,18946295
DE,"Kurdo, CAPO",18921196
DE,Peter Schilling,18803175
DE,Post Malone,18760783
DE,*NSYNC,18681091
DE,Noah Kahan,18298346
DE,"FiNCH, SDP, Phil The Beat",18147343
DE,Arctic Monkeys,17788635
DE,Alphaville,17679827
DE,"Bonez MC, RAF Camora, Maxwell",17674849
DE,"BL3SS, CamrinWatsin, bbyclose",17559283
DE,"ROSÉ, Bruno Mars",17552820
DE,Gzuz,17510503
DE,"Ski Aggu, $OHO BANI",17482673
DE,"Niklas Dee, René Miller",17294541
DE,"Amo, Nimo",17267560
DE,"MADE, SHABAB, Rasa",17253684
DE,Peggy Gou,17251045
DE,"Empire Of The Sun, southstar",17249502
DE,AK AUSSERKONTROLLE,17213751
DE,Souly,17109499
DE,"Shakira, Wyclef Jean",16990760
DE,"Zerb, The Chainsmokers, Ink",16865633
DE,"Ed Sheeran, Elton John",16847224
DE,Sophie Ellis-Bextor,16829067
DE,"Simone Sommerland, Karsten Glück, Die Kita-Frösche",16781576
DE,"Jonas Blue, Felix Jaehn",16729087
DE,a-ha,16700483
DE,"Isi Glück, Marc Eggers",16671012
DE,"The Weeknd, Playboi Carti",16560269
DE,"USHER, Lil Jon, Ludacris",16557413
DE,"Rap La Rue, Kauta, Aymen",16346591
DE,Justin Bieber,16258729
DE,Michael Marcagi,16225958
DE,CIVO,16157499
DE,Pentatonix,16061329
DE,"SIRA, Bausa, badchieff, Shirli",15989840
DE,Nickelback,15631784
DE,Queen,15565643
DE,Nimo,15515521
DE,Mitski,15483927
DE,"Indila, BENNETT",15014300
DE,"Nicki Minaj, Ice Spice, Aqua",14959711
DE,Lewis Capaldi,14959316
DE,Milano,14772375
DE,"Ufo361, lucidbeatz",14719267
DE,"BILLA JOE, Faroon",14572919
DE,"French Montana, Swae Lee",14569927
DE,"Jung Kook, Latto",14479071
DE,"Rap La Rue, Amo, Kauta, Haaland936",14388129
DE,TIM PLVNK,14325294
DE,"01099, Gustav, Paul, Zachi",14105727
DE,"Ski Aggu, makko",13976058
DE,The Outfield,13944479
DE,"JID, 21 Savage, Baby Tate",13907632
DE,"Bausa, LEA",13882119
DE,21 Savage,13879383
DE,Ricchi E Poveri,13872327
DE,Britney Spears,13837169
DE,Die Prinzen,13811150
DE,"Julian Sommer, Mia Julia",13806022
DE,"Hava, Dardan",13747146
DE,"MADE, CALI, Kenan, Infinit",13734380
DE,"Charli xcx, Billie Eilish",13663701
DE,"Rap La Rue, Jiyo",13624365
DE,Andy Williams,13485129
DE,"01099, AVO, Gustav, Zachi",13403958
DE,"HoodBlaq, Luciano, Mali, Jamal, Alim, Moussa",13399543
DE,Gigi D'Agostino,13325006
DE,Die drei ???,13290736
DE,The Weeknd,13271719
DE,FANJI,13230917
DE,K.I.Z,13204312
DE,"Nimo, Aymen",13180705
DE,Mr. Belt & Wezol,13061883
DE,TOTO,13038641
DE,"Post Malone, Morgan Wallen",13022081
DE,Nicolas Binder,13003290
DE,"$ONO$ CLIQ, Drunken Masters, Jonko2x, Radrik Gee",12954439
DE,"Rubi, FABE BROWN",12886714
DE,"MADE, Bayor, Rasa, Skandal, SHABAB, BARÉ",12805562
DE,"Disclosure, Eliza Doolittle, Rivo",12506609
DE,Peter Fox,12467129
DE,MERO,12423885
DE,Cleffy,12395306
DE,Olexesh,12381750
DE,"Drake, Yeat",12360878
DE,"MilleniumKid, JBS, The Boy The G",12346923
DE,"Summer Cem, BILLA JOE",12329873
DE,Samra,12189002
DE,"YAKARY, Jamule",12181590
DE,Good Neighbours,12153233
DE,"Shirin David, Sampagne",12126159
DE,"Luca-Dante Spadafora, Beats by Luca",12024256
DE,Baby B3ns,11989002
DE,"Isi Glück, Honk!",11970255
DE,Bibi und Tina,11961547
DE,"Leony, Niklas Dee, VIZE",11926324
DE,"The Weeknd, Daft Punk",11920066
DE,"Michael Schulte, R3HAB",11838645
DE,"Jaques Raupé, Felix Harrer",11813488
DE,"Luciano, Gzuz",11806560
DE,Ndotz,11641135
DE,"reezy, Luciano",11635998
DE,"Ski Aggu, Ikkimel",11621337
DE,"Akon, Eminem",11606793
DE,"01099, Zachi, Gustav, Paul",11384645
DE,"Billie Eilish, Khalid",11366472
DE,Farid Bang,11360745
DE,"Gustav, 01099",11222242
DE,"6PM RECORDS, reezy, Stickle",11173764
DE,Isabel LaRosa,11090637
DE,BIG TIM,11053349
DE,Joost,11019358
DE,"NOISETIME, Glasperlenspiel, NIKSTER, STEVIO",11013457
DE,"Bonez MC, Gzuz",10997939
DE,Monet192,10971226
DE,"SANTOS, Sido",10950682
DE,"RAF Camora, Ahmad Amin",10876197
DE,SUICIDAL-IDOL,10840038
DE,YG Marley,10827641
DE,Zymba,10807121
DE,"Lil Peep, XXXTENTACION",10763892
DE,"Olexesh, Bonez MC",10753128
DE,"Felix Jaehn, Ray Dalton",10674784
DE,Ellice,10625453
DE,Tayna,10600214
DE,Ava Max,10425503
DE,Rich Amiri,10414012
DE,"Rema, Selena Gomez",10339084
DE,"Azet, Dardan",10251761
DE,"Montez, Kontra K",10243868
DE,"MADE, BARÉ, SHABAB, Azu, Bayor, Biggie68, Skandal",10240535
DE,"Tream, FiNCH",10146307
DE,Alex Warren,10137875
DE,KC Rebell,10070078
DE,"VIZE, Joris Sava, July",10066120
DE,Sarah Connor,9928746
DE,Frank Sinatra,9926662
DE,becks,9921130
DE,"Lune, CÉLINE",9904132
DE,"Rap La Rue, Haaland936, Amo",9891867
DE,"Future, Metro Boomin, Kendrick Lamar",9885246
DE,"Kelly Clarkson, Ariana Grande",9867659
DE,Daryl Hall & John Oates,9750639
DE,"Lost Frequencies, Bonn",9738968
DE,"RAF Camora, HoodBlaq",9634544
DE,Julian Sommer,9572897
DE,The Ronettes,9509085
DE,"SativaMusic, Morad, GIMS",9465491
DE,"FAST BOY, Topic",9456447
DE,"Imanbek, BYOR",9382447
DE,Band Aid,9372598
DE,"makko, lucidbeatz",9363630
DE,"ArniTheSavage, JSTN, Schillah",9340592
DE,"AYLIVA, Mudi",9336638
DE,"BHZ, Monk, Ion Miles",9211885
DE,Kings of Leon,9188336
DE,"Stickle, Pashanim",9181063
DE,"James Hype, Miggy Dela Rosa",9151466
DE,"Pashanim, RB030, Selim61",9100486
DE,"Casper, CRO",9091810
DE,Miami Yacine,9021488
DE,"Lune, SHABAB",9020229
DE,"Ufo361, Paula Hartmann",9009463
DE,"Mark Forster, Kontra K",8996200
DE,"Ufo361, Monty Datta, Hinshi",8868695
DE,Paula Hartmann,8859951
DE,"Gzuz, Bausa",8824608
DE,Ufo361,8721870
DE,Charli xcx,8694870
DE,"Drake, Sexyy Red, SZA",8472154
DE,"Jazeek, MERO",8387789
DE,"LEA, 01099, Gustav, Zachi",8343814
DE,"RAF Camora, Bonez MC",8302396
DE,"Metro Boomin, A$AP Rocky, Roisee",8298344
DE,Jonas Brothers,8280767
DE,"Rap La Rue, Haaland936, Aymen, Amo",8272480
DE,Meghan Trainor,8214310
DE,"Chapo102, Nina Chuba",8212160
DE,"Eno, Olexesh",8201896
DE,"01099, Paul, Gustav, Zachi",8164509
DE,The Goo Goo Dolls,8135756
DE,"Rap La Rue, Aymen",8133379
DE,"Amo, Aymen",8051067
DE,Bakermat,7988270
DE,"Rasa, ILO",7975357
DE,"CIVO, Montez",7971246
DE,Leona Lewis,7969379
DE,"Jiyo, Rap La Rue",7922826
DE,"Ingrid Michaelson, Grace VanderWaal",7798417
DE,"MADE, Kenan",7788556
DE,"Beny Jr, Morad, K y B",7748592
DE,Mucco,7714520
DE,"Chapo102, Bausa, Herbert Grönemeyer",7707197
DE,Milky Chance,7695707
DE,Jain,7638066
DE,Drake,7616821
DE,"Leony, VIZE",7608257
DE,Jamule,7578788
DE,"Bonez MC, Ufo361",7518218
DE,Lune,7502208
DE,"MERO, AYLIVA",7498892
DE,"badmómzjay, Domiziana",7481814
DE,Glass Animals,7481044
DE,"Montez, SDP",7469569
DE,"LAVINIA, Ely Oaks",7433647
DE,"Jax Jones, Calum Scott",7398927
DE,"Bonez MC, Trettmann",7368231
DE,"Calvin Harris, Ellie Goulding",7352646
DE,Shy Smith,7343133
DE,"DJ Robin, Schürze",7333129
DE,"Fred again.., Baby Keem",7331160
DE,"Lune, Kauta",7253186
DE,bac,7226306
DE,P!nk,7221136
DE,GIMS,7201097
DE,"KALIM, Bawer",7152866
DE,"Luciano, Niska",7099433
DE,Symba,7087238
DE,"MEDUZA, OneRepublic, Leony",7080372
DE,"Bonez MC, Juju",7021664
DE,"Maikel, badchieff, Miksu / Macloud",7005927
DE,Don Toliver,6965738
DE,John Williams,6863598
DE,"Calvin Harris, Sam Smith",6822947
DE,Juice WRLD,6822752
DE,"Gwen Stefani, Blake Shelton",6769005
DE,Lay Bankz,6756298
DE,"Travis Scott, Drake",6748861
DE,"LACAZETTE, JR.",6741270
DE,Rihanna,6729973
DE,Provinz,6698082
DE,"Quavo, Lana Del Rey",6683980
DE,Finnel,6630021
DE,"Peter Fox, reezy",6541048
DE,Mikael,6522742
DE,"Yung Yury, Lena, Niklas Dee, Luca-Dante Spadafora, Damn Yury",6512342
DE,"01099, Ski Aggu, Paul, Zachi",6507062
DE,OMAR,6403348
DE,Band Aid 30,6363739
DE,"Frank Sinatra, B. Swanson Quartet",6309160
DE,"Metro Boomin, Travis Scott, Young Thug",6306471
DE,JAS,6261881
DE,KALIM,6260577
DE,"ENNIO, Nina Chuba",6208916
DE,"Luciano, BIA",6189708
DE,"Robin Schulz, RAF Camora, Montez, Dario Rodriguez",6182066
DE,"Ski Aggu, Dauner",6161893
DE,"Gzuz, Bonez MC",6158441
DE,Summer Cem,6151038
DE,"RIN, oddworld",6137696
DE,Lucio101,6124897
DE,Manu Chao,6115780
DE,"The Weeknd, Anitta",6095882
DE,"MEDUZA, James Carter, Elley Duhé, FAST BOY",6054335
DE,"Jamal, HoodBlaq, AJ Tracey",6052656
DE,"Paula Hartmann, t-low",6014994
DE,Libianca,6006419
DE,Train,5971357
DE,"Ski Aggu, Bausa, FILLY, BUNT.",5960924
DE,Lichterkinder,5870996
DE,Rammstein,5797045
DE,"Kontra K, Clueso",5785880
DE,"Travis Scott, Bad Bunny, The Weeknd",5783608
DE,"Helene Fischer, Shirin David",5763395
DE,"Bausa, Apache 207",5755755
DE,"MXM, Chris van Dutch",5725170
DE,"CRO, Blumengarten",5675859
DE,"skrt cobain, Mark Forster, Ski Aggu",5666047
DE,"Celo & Abdi, Summer Cem, Nimo",5638058
DE,Bushido,5637597
DE,"Luciano, Mario",5634453
DE,"The Pogues, Kirsty MacColl",5606744
DE,"Maxwell, RAF Camora, Bonez MC",5585301
DE,"Arcane, Stromae, Pomme",5564448
DE,Odetari,5545442
DE,"RAF Camora, CRO",5542977
DE,Ed Sheeran,5527731
DE,"FiNCH, Loona",5510552
DE,Slade,5497612
DE,Carly Rae Jepsen,5473486
DE,"Ufo361, Nina Chuba",5444223
DE,Querbeat,5420339
DE,"Baby B3ns, Yung Hurn",5399026
DE,Zara Larsson,5380733
DE,"Lost Frequencies, Elley Duhé, X Ambassadors",5352778
DE,Kesha,5350867
DE,Dante YN,5310823
DE,Kanye West,5292779
DE,"Milano, Eddin",5290128
DE,Katy Perry,5261930
DE,"BIG TIM, Heinz Rudolf Kunze",5250048
DE,Elton John,5235740
DE,"Elton John, Dua Lipa, PNAU",5227042
DE,Madison Beer,5222327
DE,Nat King Cole,5220596
DE,"Ski Aggu, Monk, Longus Mongus",5206408
DE,"Balkonultra, Marc Eggers, Ikke Hüftgold",5187847
DE,"Luciano, Morad",5175206
DE,"Paula Hartmann, Trettmann",5166977
DE,"Morad, Jul",5157263
DE,Yamê,5125721
DE,"HE/RO, NESS",5082132
DE,Nemo,5031528
DE,"Sam Smith, Kim Petras",5019662
DE,"Ikkimel, Barré",5016699
DE,Butterbro,4985586
DE,"Ski Aggu, JEREMIAS",4924442
DE,G-Eazy,4904315
DE,"Tiësto, Tate McRae",4886519
DE,Adel Tawil,4853588
DE,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",4850598
DE,"The Cratez, HoodBlaq",4812521
DE,"Rap La Rue, Der Yavuz",4732971
DE,Kylie Minogue,4694525
DE,Nena,4690985
DE,Sam Smith,4688591
DE,"Eartha Kitt, Henri René and His Orchestra",4678065
DE,Jimin,4654266
DE,"SANTOS, Jazeek",4639643
DE,"A$AP Rocky, Imogen Heap, Clams Casino",4618882
DE,"Amo, Ché Salah, SOTT",4593706
DE,Daya,4574422
DE,Boney M.,4564665
DE,Kollegah,4556063
DE,"LEA, Dhurata Dora",4494395
DE,Culcha Candela,4485398
DE,"Future, Metro Boomin, Travis Scott",4483344
DE,southstar,4480839
DE,"Ufo361, Henning May",4409121
DE,badmómzjay,4408000
DE,"BABYMETAL, Electric Callboy",4407585
DE,"Heuss L'enfoiré, Jul",4402471
DE,"MERO, Jazeek",4395734
DE,XXXTENTACION,4392302
DE,"Miksu / Macloud, makko, t-low",4380924
DE,"RAYE, 070 Shake",4372808
DE,"cassö, RAYE, Valexus, D-Block Europe",4363364
DE,Casper,4352669
DE,"Aditotoro, paulomuc",4347923
DE,"Kontra K, Sido, Leony",4337314
DE,"Trettmann, RIN",4329583
DE,IBRA,4321311
DE,"Metro Boomin, Future, Don Toliver",4307416
DE,Zuna,4306392
DE,Burl Ives,4297560
DE,"reezy, OZ",4280772
DE,"oddworld, reezy, OG Keemo",4261751
DE,"PA Sports, Sido, Haftbefehl, Alies",4261055
DE,"Alligatoah, Fred Durst",4232752
DE,Gene Autry,4206893
DE,Pajel,4194913
DE,Yeat,4187217
DE,"Trizto, MontanaBlack",4181826
DE,"Travis Scott, SZA, Future",4179946
DE,"Tyla, Gunna, Skillibeng",4148246
DE,"6PM RECORDS, reezy, Kane, Jumpa",4132602
DE,"Rap La Rue, ilo 7araga, Haaland936",4121241
DE,"MADE, VITO, Kenan, SHABAB",4101441
DE,"Aymen, SadiQ",4085437
DE,SYML,4079711
DE,Capital Bra,4075091
DE,"Milano, MERO",4049131
DE,"Luca-Dante Spadafora, LINA, Beats by Luca, Peter Plate, Ulf Leo Sommer",4043973
DE,"01099, RIN, Gustav",4042331
DE,"Ice Spice, Central Cee",4026113
DE,Troye Sivan,4003910
DE,Restricted,3996118
DE,Noizy,3995550
DE,"Jamule, Sido, Miksu / Macloud",3965737
DE,"Eminem, Juice WRLD",3960190
DE,"MADE, SHABAB",3928379
DE,Calvin Harris,3906984
DE,"Soolking, Gazo",3888841
DE,"Dardan, Monet192",3825400
DE,Amy Macdonald,3818016
DE,Ryan Gosling,3791189
