Country,artist_names,streams
GB,Morgan Wallen,40457166
GB,"Marvin Gaye, Tammi Terrell",40258037
GB,"Kendrick Lamar, SZA",40032712
GB,Toploader,39941268
GB,Dominic Fike,39639109
GB,"David Guetta, Bebe Rexha",39493515
GB,"BL3SS, CamrinWatsin, bbyclose",39379861
GB,"Rihanna, Calvin Harris",39372361
GB,WALK THE MOON,39060288
GB,"Travis Scott, Playboi Carti",38886923
GB,Declan McKenna,38857365
GB,"Hannah Laing, RoRo",38799883
GB,"Fred again.., Obongjayar",37957697
GB,Jazzy,36563519
GB,"RAYE, 070 Shake",36110518
GB,"Dream Supplier, Baby Sleeps, Background White Noise",35887382
GB,The Kid LAROI,34834998
GB,"Mark Ronson, Amy Winehouse",34825578
GB,TLC,33932995
GB,"Central Cee, Lil Baby",33773211
GB,"Chase & Status, Stormzy",32672312
GB,"Drake, Sexyy Red, SZA",32525782
GB,Drake,32242191
GB,"J Hus, Drake",32096231
GB,"Charli xcx, Billie Eilish",31970047
GB,Jungle,31655863
GB,Queen,31453224
GB,"The Weeknd, JENNIE, Lily-Rose Depp",31214521
GB,George Ezra,30992925
GB,Bobby Helms,30655741
GB,Sam Fender,30338375
GB,Bruno Mars,30222963
GB,"Ella Henderson, Rudimental",30002937
GB,"Calvin Harris, Ellie Goulding",29873574
GB,Jordan Adetunji,29590353
GB,"Billy Gillies, Hannah Boleyn",29177770
GB,Dean Martin,29131420
GB,"The Pogues, Kirsty MacColl",28918233
GB,The Lumineers,28878469
GB,"The Weeknd, Daft Punk",28766864
GB,Travis Scott,28730144
GB,Van Morrison,28662478
GB,"The Blessed Madonna, Clementine Douglas",28586009
GB,"David Guetta, OneRepublic",28385013
GB,Two Door Cinema Club,28363592
GB,Amy Winehouse,27921806
GB,The Script,27788850
GB,"Kanye West, Dwele",27661954
GB,James Arthur,27540283
GB,Kelly Clarkson,27347584
GB,Good Neighbours,27093604
GB,Tory Lanez,27046282
GB,One Direction,26878627
GB,YG Marley,26710615
GB,"French Montana, Swae Lee",26283324
GB,Andy Williams,26240526
GB,"Rema, Selena Gomez",26143231
GB,Alex Warren,26020377
GB,LF SYSTEM,25792659
GB,Bruce Springsteen,25770239
GB,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",25660146
GB,"Nicki Minaj, Ice Spice, Aqua",25423361
GB,The Ronettes,25302701
GB,Troye Sivan,24978585
GB,Burna Boy,24515211
GB,Sia,23837576
GB,Calvin Harris,23257373
GB,"Kygo, Ava Max",23057526
GB,Bryson Tiller,22908118
GB,"Future, Metro Boomin, Kendrick Lamar",22874037
GB,Central Cee,22612625
GB,21 Savage,22486565
GB,"Post Malone, Swae Lee",22269140
GB,NewEra,22167953
GB,"Fred again.., Baby Keem",21927690
GB,Radiohead,21865740
GB,Flo Milli,21693169
GB,Nat King Cole,21681694
GB,"The Weeknd, Lana Del Rey",21605343
GB,Shakin' Stevens,21275283
GB,*NSYNC,21136614
GB,Jorja Smith,20933744
GB,Lana Del Rey,20900395
GB,Foo Fighters,20718615
GB,"Sonny Fodera, Jazzy, D.O.D",20670272
GB,Billy Joel,20577849
GB,Band Aid,20523947
GB,"PinkPantheress, Ice Spice",20488421
GB,"Future, Drake, Tems",20389829
GB,"Zara Larsson, David Guetta",20295559
GB,a-ha,20231105
GB,Glass Animals,19831006
GB,TOTO,19604533
GB,"Earth, Wind & Fire",19484168
GB,Carly Rae Jepsen,19473105
GB,"Rudimental, Charlotte Plank, Vibe Chemistry",19163702
GB,Creedence Clearwater Revival,19074629
GB,Chris Rea,18872097
GB,Daryl Hall & John Oates,18838164
GB,"John Lennon, Yoko Ono",18815942
GB,Lizzy McAlpine,18797181
GB,"Metro Boomin, The Weeknd, 21 Savage",18661729
GB,"Badger, Natasha Bedingfield",18610030
GB,Libianca,18606512
GB,"Kanye West, Pusha T",18314348
GB,Steve Lacy,18198156
GB,"Noah Kahan, Post Malone",18180309
GB,"Kanye West, Syleena Johnson",17986209
GB,Post Malone,17929552
GB,Chris Brown,17805228
GB,"ROSÉ, Bruno Mars",17179601
GB,D.O.D,17004088
GB,Red Hot Chili Peppers,16969600
GB,Addison Rae,16886673
GB,"The Game, 50 Cent",16617862
GB,José Feliciano,16441322
GB,"Dave, Burna Boy",16422986
GB,Paul McCartney,16372052
GB,Paul Russell,16349825
GB,"Nathan Dawe, Joel Corry, Ella Henderson",16286585
GB,"The Weeknd, Playboi Carti",16275485
GB,Whitney Houston,16188278
GB,Ndotz,16015887
GB,Noah Cyrus,15965911
GB,"Drake, Yeat",15784266
GB,Bastille,15770971
GB,"Switch Disco, Ella Henderson, Robert Miles",15765163
GB,Pozer,15578345
GB,"Kanye West, Chris Martin",15406858
GB,Kylie Minogue,15400206
GB,"Calvin Harris, Sam Smith",15377958
GB,"Nelly Furtado, Timbaland",15047877
GB,The Last Dinner Party,15037198
GB,Wizzard,15025033
GB,PARTYNEXTDOOR,14861395
GB,The Beatles,14774223
GB,Jimin,14703130
GB,Tems,14650061
GB,"ANOTR, Abel Balder",14497048
GB,"Anne-Marie, Shania Twain",14375720
GB,Ed Sheeran,14375231
GB,Train,14344237
GB,Justin Bieber,14337750
GB,Nickelback,14236184
GB,d4vd,14200857
GB,"Ed Sheeran, Elton John",14078559
GB,"Jung Kook, Latto",14071308
GB,Darlene Love,13916633
GB,"Beyoncé, JAY-Z",13801319
GB,Bryan Adams,13742806
GB,Tame Impala,13640441
GB,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",13623830
GB,Soft Cell,13493206
GB,Lay Bankz,13484576
GB,Zara Larsson,13369462
GB,"D-Block Europe, Clavish",13352125
GB,"Bou, Slay",13229039
GB,Frank Sinatra,13216038
GB,The Jackson 5,13095155
GB,Franz Ferdinand,13091818
GB,Bakar,12878553
GB,Slade,12868460
GB,Avicii,12726389
GB,"Kendrick Lamar, Jay Rock",12579299
GB,"Eminem, Rihanna",12521153
GB,"The Chainsmokers, Coldplay",12447842
GB,"JID, 21 Savage, Baby Tate",12430040
GB,Passenger,12393194
GB,"David Guetta, Anne-Marie, Coi Leray",12325406
GB,"Chase & Status, Hedex, ArrDee",12273487
GB,Jonas Brothers,12271590
GB,The White Stripes,12172638
GB,"Tyler, The Creator",12085502
GB,Outkast,12034128
GB,Laufey,11918433
GB,Cigarettes After Sex,11835764
GB,"White Noise Baby Sleep, White Noise for Babies",11816563
GB,Leona Lewis,11748485
GB,"FloyyMenor, Cris Mj",11606277
GB,Bill Withers,11596610
GB,"Noah Kahan, Sam Fender",11498447
GB,Imagine Dragons,11441638
GB,Dave,11254523
GB,"Hanumankind, Kalmi",11225314
GB,"Rudimental, Skepsis, Charlotte Plank, Riko Dan",10975463
GB,Hotel Ugly,10930794
GB,Nicki Minaj,10911021
GB,"Taylor Swift, Florence + The Machine",10858263
GB,A$AP Rocky,10441737
GB,Matt Sassari,10419143
GB,"Tyla, Gunna, Skillibeng",10233217
GB,Wheatus,10130330
GB,Elvis Presley,10107528
GB,Rihanna,10031462
GB,"Rihanna, Mikky Ekko",10016208
GB,"Timbaland, Keri Hilson, D.O.E.",9983690
GB,"Campbell, Alcemist",9939857
GB,"Songer, BL@CKBOX",9879690
GB,JADE,9842103
GB,Rich Amiri,9829144
GB,Lil Tecca,9738935
GB,"Kelly Clarkson, Ariana Grande",9508992
GB,PinkPantheress,9431753
GB,Issey Cross,9394356
GB,Lizzo,9342397
GB,"Bakar, Summer Walker",9292514
GB,Luke Combs,9288149
GB,"Shakira, Wyclef Jean",9269919
GB,Byron Messia,9245407
GB,Snow Patrol,9215633
GB,Burl Ives,9203606
GB,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",9193695
GB,"Lil Durk, J. Cole",8984746
GB,"venbee, goddard.",8961680
GB,Britney Spears,8935673
GB,"Frank Sinatra, B. Swanson Quartet",8931090
GB,"Akon, Eminem",8921964
GB,"Drake, J. Cole",8845355
GB,"Future, Metro Boomin, Travis Scott, Playboi Carti",8795875
GB,"Elton John, Dua Lipa, PNAU",8795421
GB,Tom Grennan,8756583
GB,"The Script, will.i.am",8666131
GB,"Turno, Skepsis, Charlotte Plank",8485893
GB,"Ice Spice, Central Cee",8350869
GB,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",8304816
GB,"Fred again.., Anderson .Paak, CHIKA",8279971
GB,"KSI, Trippie Redd",8224940
GB,Juice WRLD,8203275
GB,Don Toliver,8111096
GB,"Drake, 21 Savage",8005297
GB,Ryan Gosling,7997120
GB,"Noah Kahan, Hozier",7773607
GB,The Beach Boys,7753335
GB,"Eliza Rose, Interplanetary Criminal",7704709
GB,"Pitbull, AFROJACK, Ne-Yo, Nayer",7651384
GB,Kali Uchis,7629453
GB,John Williams,7599539
GB,Keane,7582994
GB,FIFTY FIFTY,7555164
GB,Loreen,7449814
GB,"Eminem, Juice WRLD",7411846
GB,Chuck Berry,7335317
GB,Pretenders,7283059
GB,Surf Curse,7177469
GB,"Post Malone, Luke Combs",7094036
GB,Brent Faiyaz,7076713
GB,"Lost Frequencies, Calum Scott",7021876
GB,"Tyler, The Creator, Lola Young",6983697
GB,The Police,6962008
GB,"Lost Frequencies, Tom Odell",6886488
GB,"Metro Boomin, Future, Don Toliver",6868979
GB,"Travis Scott, SZA, Future",6868284
GB,Otis Redding,6819498
GB,Madison Beer,6775993
GB,"Rihanna, JAY-Z",6718536
GB,Gorillaz,6678869
GB,"USHER, Lil Jon, Ludacris",6628868
GB,Mud,6603541
GB,"Stormzy, RAYE",6571713
GB,"Travis Scott, Drake",6485253
GB,Crowded House,6482378
GB,"Drake, SZA",6444293
GB,"Zerb, The Chainsmokers, Ink",6378024
GB,The Temper Trap,6337112
GB,Jona Lewie,6308333
GB,Yung Filly,6300206
GB,"PAWSA, Nate Dogg",6291618
GB,"D-Block Europe, Central Cee",6247933
GB,RAYE,6183486
GB,"Eartha Kitt, Henri René and His Orchestra",5949874
GB,Muni Long,5859510
GB,Eagles,5831579
GB,The Adventures Of Stevie V,5803154
GB,"Fred again.., Delilah Montagu",5756785
GB,"Tyler, The Creator, Daniel Caesar",5734993
GB,"Nicki Minaj, Lil Uzi Vert",5714332
GB,"Calvin Harris, Rag'n'Bone Man",5632139
GB,CYRIL,5605236
GB,"Cynthia Erivo, Ariana Grande",5473072
GB,Kaliii,5471602
GB,Donny Hathaway,5456464
GB,Bring Me The Horizon,5387620
GB,Cher,5339272
GB,XXXTENTACION,5331113
GB,"Fred again.., Jozzy, Jim Legxacy",5309555
GB,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",5242766
GB,"Gwen Stefani, Blake Shelton",5184303
GB,Stevie Wonder,5162617
GB,"Kendrick Lamar, Lefty Gunplay",5152556
GB,"Idina Menzel, Michael Bublé",5149574
GB,Ocean Alley,5103684
GB,"Giggs, Dave",5078378
GB,"Stormzy, Fredo",5075094
GB,"Kanye West, Jamie Foxx",4937137
GB,"A$AP Rocky, Imogen Heap, Clams Casino",4864437
GB,"D-Block Europe, Noizy",4832798
GB,AC/DC,4823107
GB,JVKE,4651252
GB,"Billie Eilish, Khalid",4645084
GB,PAWSA,4619297
GB,"Flex (UK), Nate Dogg",4605680
GB,Lola Young,4591305
GB,Lady Gaga,4584730
GB,Fontaines D.C.,4498702
GB,Yeat,4469948
GB,"Mason, Princess Superstar",4295872
GB,"Ariana Grande, Cynthia Erivo",4293115
GB,"Future, The Weeknd",4278246
GB,Sam Smith,4240097
GB,"Jaxomy, Agatino Romero, Raffaella Carrà",4088451
GB,"Lyrical Lemonade, Jack Harlow, Dave",4035267
GB,Mae Stephens,4019010
GB,Ava Max,4003888
GB,Oliver Anthony Music,3989130
GB,Ella Fitzgerald,3955966
GB,Boney M.,3955928
GB,East 17,3910572
GB,Perrie,3885514
GB,"Luude, Bru-C, Kevin Lyttle",3789073
GB,"Jax Jones, Calum Scott",3767813
GB,NewJeans,3762600
GB,Nelly Furtado,3735460
GB,"Burna Boy, Dave",3725394
GB,Stereophonics,3718205
GB,Alphaville,3705598
GB,"Post Malone, Blake Shelton",3678696
GB,"Future, Metro Boomin",3642528
GB,"Arcane, Stromae, Pomme",3634616
GB,Nirvana,3590580
GB,"Bing Crosby, The Andrews Sisters",3588542
GB,Foster The People,3552804
GB,"Quavo, Lana Del Rey",3545295
GB,Green Day,3514497
GB,"The Weeknd, Ariana Grande",3507294
GB,"Beyoncé, Miley Cyrus",3502540
GB,"K-Trap, Headie One",3491412
GB,Cliff Richard,3455804
GB,"Eminem, White Gold",3448329
GB,"LeoStayTrill, Mr Reload It",3412582
GB,"Travis Scott, Bad Bunny, The Weeknd",3393909
GB,Dylan Gossett,3380439
GB,"Headie One, Stormzy, Tay Keith",3364428
GB,"Future, Metro Boomin, Travis Scott",3355668
GB,Pharrell Williams,3290980
GB,ABBA,3257788
GB,Ayra Starr,3256864
GB,Shy Smith,3208049
GB,SUICIDAL-IDOL,3203143
GB,"Sevdaliza, Pabllo Vittar, Yseult",3191227
GB,Gene Autry,3178432
GB,Odetari,3168669
GB,Pentatonix,3167880
GB,Tinashe,3152307
GB,"Nines, GRM Daily",3131737
GB,Selena Gomez,3126070
GB,"Gracie Abrams, Taylor Swift",3121289
GB,"PAWSA, The Adventures Of Stevie V",3109339
GB,Bob Marley & The Wailers,3075640
GB,"Tyler, The Creator, Teezo Touchdown",3036527
GB,YNW Melly,3015018
GB,"goddard., Cat Burns",2978262
GB,"Eminem, Big Sean, BabyTron",2977231
GB,"Brett Eldredge, Meghan Trainor",2974829
GB,"Jung Kook, Jack Harlow",2956844
GB,"Jonathan Bailey, Ariana Grande, Ethan Slater, Marissa Bode, Cynthia Erivo",2939799
GB,"Drake, Central Cee",2934597
GB,The La's,2868487
GB,"Michael Bublé, The Puppini Sisters",2853545
GB,Tracy Chapman,2821743
GB,D-Block Europe,2813025
GB,Mazzy Star,2789720
GB,"Calvin Harris, Dua Lipa",2754758
GB,Blur,2730599
GB,"The Kid LAROI, Jung Kook, Central Cee",2710007
GB,"Becky Hill, Lewis Thompson",2670228
GB,"Metro Boomin, A$AP Rocky, Roisee",2626102
GB,"Burna Boy, Byron Messia",2619064
GB,girl in red,2617836
GB,"Coldplay, Little Simz, Burna Boy, Elyanna, TINI",2597192
GB,Vince Guaraldi Trio,2594214
GB,Jung Kook,2565178
GB,Strandz,2558803
GB,AJ Tracey,2541058
GB,"Becky Hill, David Guetta",2538518
GB,Milli Vanilli,2531826
GB,Imogen Heap,2522998
GB,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",2517132
GB,"Cynthia Erivo, Michelle Yeoh",2468599
GB,"21 Savage, Travis Scott, Metro Boomin",2462709
GB,J Hus,2453407
GB,"D.O.D, Carla Monroe",2408672
GB,"Keith David, Blake Roman, Andrew Underberg, Sam Haft",2392146
GB,"Wicked Movie Cast, Ariana Grande, Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke, Jenna Boyd",2367023
GB,"Blake Roman, Sam Haft, Andrew Underberg",2345327
GB,"Flume, kai",2270830
GB,Michael Jackson,2257765
GB,"J. Cole, Bas, Central Cee",2192959
GB,Daya,2183630
GB,Paolo Nutini,2179158
GB,Nemo,2175411
GB,"Charli xcx, Troye Sivan",2169625
GB,Ray Parker Jr.,2157614
GB,"4batz, Drake",2147420
GB,"Kendrick Lamar, Dody6",2145039
GB,TECH IT DEEP,2127437
GB,"Charli xcx, Ariana Grande",2108537
GB,Bing Crosby,2102813
GB,"Eminem, JID",2069375
GB,"Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch",2063183
GB,Nines,2006288
GB,"Chase & Status, Stefflon Don",1969520
GB,Lithe,1963190
GB,50 Cent,1948330
GB,"Bobby ""Boris"" Pickett, The Crypt-Kickers",1942221
GB,Kate Bush,1911721
GB,Will Smith,1885929
GB,Kairo Keyz,1847083
GB,"Eminem, Jelly Roll",1846297
GB,Megan Thee Stallion,1825686
GB,"Future, Metro Boomin, The Weeknd",1781150
GB,Coi Leray,1761937
GB,Kesha,1744479
GB,"Camila Cabello, Playboi Carti",1734141
GB,Greg Lake,1715659
GB,Nathan Evans,1714163
GB,Dolly Parton,1712649
GB,"Charli xcx, Lorde",1708477
GB,"Baddiel, Skinner & Lightning Seeds",1707560
GB,"Elley Duhé, Whethan",1698655
GB,Niall Horan,1695141
GB,"Skepta, Amy Winehouse",1692424
GB,Joost,1670252
GB,4batz,1664491
GB,Mario,1661567
GB,"Beyoncé, Post Malone",1654120
GB,The Waitresses,1640529
GB,"The Weeknd, Anitta",1623937
GB,"50 Cent, Ne-Yo",1616443
GB,The Citizens of Halloween,1592524
GB,Chance Peña,1590188
GB,"PinkPantheress, Central Cee",1569877
GB,"Tyler, The Creator, ScHoolboy Q, Santigold",1534046
GB,"Baddiel, Skinner & Lightning Seeds, The Lightning Seeds",1492923
GB,"J Hus, Burna Boy",1466618
GB,"21 Savage, Doja Cat",1466360
GB,Rockwell,1448681
GB,Skepta,1417249
GB,"Eminem, Sly Pyper",1396982
GB,"Nicki Minaj, Drake",1382057
GB,Cynthia Erivo,1371721
GB,Paris Paloma,1368493
GB,"Tyler, The Creator, Daniel Caesar, LaToiya Williams",1341374
GB,"Liam Payne, Quavo",1340038
GB,The Moonglows,1338438
GB,"Asake, Central Cee",1315656
GB,Céline Dion,1301114
GB,Neil Diamond,1294363
GB,"Headie One, K-Trap, Clavish",1277982
GB,"J Hus, Jorja Smith",1276488
GB,"Metro Boomin, Swae Lee, Lil Wayne, Offset",1260935
GB,"Wes Nelson, Craig David",1258199
GB,"Tyler, The Creator, Doechii",1218688
GB,Blood Orange,1200561
GB,"Reneé Rapp, Megan Thee Stallion",1192452
GB,"Drake, Teezo Touchdown",1180602
GB,"Kendrick Lamar, AzChike",1156779
GB,"Eminem, Skylar Grey",1142575
GB,nimino,1138339
GB,Meghan Trainor,1138244
GB,JENNIE,1136060
GB,"Dave, Tiakola",1135315
GB,G-Eazy,1134440
GB,"Meghan Trainor, T-Pain",1132762
GB,Andrew Gold,1128479
GB,"Gala, Molella, Phil Jay",1128398
GB,"Jeremy Jordan, Amir Talai, Erika Henningsen, Kimiko Glenn, Andrew Underberg, Sam Haft",1126433
GB,Portugal. The Man,1121783
GB,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts",1120049
GB,K-Trap,1115709
GB,Childish Gambino,1109862
GB,"163Margs, Digga D",1103248
GB,"Travis Scott, Teezo Touchdown",1100278
GB,Natalie Imbruglia,1098050
GB,"Christian Borle, Amir Talai, Joel Perez, Andrew Underberg, Sam Haft",1093846
GB,MKTO,1090571
GB,Lil Mabu,1084236
GB,Guns N' Roses,1079713
GB,"Eurythmics, Annie Lennox, Dave Stewart",1079402
GB,"Travis Scott, Beyoncé",1076274
GB,"Stephen Sanchez, Em Beihold",1068557
GB,Black Eyed Peas,1057287
GB,Sinéad O'Connor,1054566
GB,"Drake, PARTYNEXTDOOR",1046750
GB,"Oxlade, Dave",1043605
GB,"Metro Boomin, Coi Leray",1042936
GB,"Travis Scott, Rob49, 21 Savage",1041959
GB,"Eminem, Dem Jointz, Sly Pyper",1033613
GB,Lil Uzi Vert,1030173
GB,"Davido, Musa Keys",1030153
GB,Jain,1019483
GB,"Cardi B, Megan Thee Stallion",1013686
GB,Playboi Carti,1001332
GB,"Taylor Swift, Hayley Williams",994386
GB,Stephen Sanchez,985340
GB,"Drake, Bad Bunny",983826
GB,"Taylor Swift, Fall Out Boy",983350
GB,"Beyoncé, Linda Martell, Shaboozey",970325
GB,"Kendrick Lamar, Hitta J3, YoungThreat, Peysoh",966400
GB,Rushy,965208
GB,"Sam Smith, Kim Petras",962402
GB,Juliera,959067
GB,"Ariana Grande, Nonna",911219
GB,"Beyoncé, Rumi Carter",903784
GB,Baby Lasagna,881354
GB,"Eminem, Ez Mil",878268
GB,Johnny Mathis,858609
GB,"Travis Scott, Young Thug",847767
GB,"Travis Scott, The Weeknd, Swae Lee",845644
GB,Destiny's Child,838608
GB,Katy Perry,824625
GB,"Travis Scott, James Blake, 21 Savage",805372
GB,Tony Bennett,803667
GB,"J Hus, Naira Marley",802555
GB,"Drake, Chief Keef",798335
GB,Hotvibez,786895
GB,Run–D.M.C.,784568
GB,"Liam Payne, Rita Ora",783330
GB,"Beyoncé, Willie Nelson",774638
GB,"Central Cee, RAYE",752724
GB,"Drake, Lil Yachty",750541
GB,"Ariana Grande, Liz Gillies",738893
GB,"Beyoncé, Dolly Parton",733497
GB,"Beyoncé, Willie Jones",730873
GB,"J Hus, CB",730670
GB,"Travis Scott, Westside Gunn",727127
GB,"Travis Scott, Kid Cudi",723789
GB,Gayla Peevey,706779
GB,Ceechynaa,703125
GB,beabadoobee,700935
GB,"Taylor Swift, Kendrick Lamar",671732
GB,The Darkness,669171
GB,"Bring Me The Horizon, AURORA",667547
GB,Bleachers,651049
GB,"Post Malone, Tim McGraw",646063
GB,XG,645206
GB,"Gordo, Drake",644377
GB,Fat Les,638717
GB,Bambie Thug,637563
GB,"Leona Lewis, Ne-Yo",637064
GB,blink-182,635796
GB,Royel Otis,632239
GB,Justin Timberlake,629894
GB,"Travis Scott, Yung Lean, Dave Chappelle",627200
GB,Mike Oldfield,617411
GB,"Mustard, Travis Scott",611037
GB,"Charli xcx, Shygirl",610686
GB,Catfish and the Bottlemen,609777
GB,"21 Savage, Brent Faiyaz",606474
GB,"Major Lazer, MØ, DJ Snake",605457
GB,Chase Atlantic,605109
GB,"Beyoncé, Shaboozey",604192
GB,"Byron Messia, Lil Baby, Rvssian",603805
GB,"Beyoncé, Kendrick Lamar",601731
GB,"21 Savage, Young Thug, Metro Boomin",598953
GB,New Order,597526
GB,"IRAH, Chase & Status",597050
GB,Disclosure,595904
GB,Judy Garland,595822
GB,"21 Savage, Lil Durk, Metro Boomin",595376
GB,"Kelly Clarkson, Brett Eldredge",595311
GB,"Skrapz, Nines, D-Block Europe",594576
GB,"Disclosure, Eliza Doolittle, Rivo",591958
GB,"Fred again.., SOAK",588382
GB,"Cynthia Erivo, Ariana Grande, Kristin Chenoweth, Idina Menzel, Michael McCorry Rose",587826
GB,"Charli xcx, The 1975, Jon Hopkins",584666
GB,"Nines, Bad Boy Chiller Crew",583285
GB,Cyndi Lauper,581736
GB,"Nines, Tunde, Mugzz",579520
GB,"21 Savage, Summer Walker",578883
GB,"Michael Bublé, Shania Twain",578737
GB,"Majestic, The Jammin Kid, Céline Dion",577098
GB,"Jorja Smith, J Hus",576147
GB,"Becky Hill, Sonny Fodera",573852
GB,"Ella Langley, Riley Green",563943
GB,Leigh-Anne,560980
GB,"21 Savage, Burna Boy, Metro Boomin",558436
GB,ILLIT,554380
GB,"Charli xcx, Bb trickz",553423
GB,ZAYN,551184
GB,"David Guetta, Becky Hill, Ella Henderson",549557
GB,"Nines, Skrapz, OURAA",544871
GB,Dusty Springfield,543496
GB,"Eminem, Dido",541891
GB,"Lil Peep, XXXTENTACION",540830
GB,"Young Thug, Drake",536284
GB,"Sleepy Hallow, Doechii",534730
GB,Conan Gray,533509
GB,Fall Out Boy,532589
GB,The Cure,532583
GB,"Tiësto, Tate McRae",530296
GB,The Temptations,520688
GB,"Nines, Tiggs Da Author, Mark Morrison",520432
GB,The Smiths,517086
GB,Lovejoy,516724
GB,"Ryder, Skepta",514089
GB,"Tion Wayne, Nines",507111
GB,"Offset, Travis Scott",503804
GB,"Joel Corry, Caity Baser",502457
GB,"Gwen Stefani, Akon",502453
GB,"James Hype, Miggy Dela Rosa",500734
GB,"Eliza Rose, Calvin Harris",497778
GB,"Santana, The Product G&B",496295
GB,"Mr. Probz, Robin Schulz",491556
GB,"Digga D, Potter Payper",490720
GB,"J Hus, Villz",489646
GB,"Pitbull, Flo Rida, LunchMoney Lewis",485529
GB,Lukas Graham,482626
GB,"Lil Uzi Vert, Nicki Minaj",478953
GB,Blanco,476387
GB,Evanescence,473215
GB,"Chris Brown, Davido, Lojay",470442
GB,Aqua,468564
GB,"Charli xcx, Sam Smith",465357
GB,Beach Weather,462935
GB,"JAY-Z, Kanye West",462520
GB,"Fred again.., The Blessed Madonna",459386
IN,Shubh,1329162073
IN,Anuv Jain,665563018
IN,"Pritam, Arijit Singh",643433017
IN,Darshan Raval,582899069
IN,King,428512000
IN,Arijit Singh,398034973
IN,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",341586972
IN,"Vishal Mishra, Raj Shekhar",324372679
IN,"Jasleen Royal, Arijit Singh, Dulquer Salmaan",320924991
IN,"Pritam, Arijit Singh, Amitabh Bhattacharya",301927228
IN,Yo Yo Honey Singh,283376580
IN,"Arijit Singh, Shreyas Puranik, Siddharth - Garima",271926049
IN,AUR,270711487
IN,"Karan Aujla, Ikky",268038015
IN,Diljit Dosanjh,262091333
IN,AP Dhillon,244011062
IN,"Pritam, Mohit Chauhan, Irshad Kamil",235180121
IN,Vishal Mishra,233726210
IN,Karan Aujla,233531709
IN,KK,228075987
IN,"Vishal Mishra, Rashmeet Kaur",215729943
IN,"Sachin-Jigar, Arijit Singh, Amitabha Bhattacharya",214354635
IN,"Jeet Gannguli, Arijit Singh",200766400
IN,Ed Sheeran,200257161
IN,"Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",196829442
IN,"Arijit Singh, Mithoon",194736681
IN,"Ram Sampath, Arijit Singh, Prashant Pandey",189414996
IN,"Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",185259134
IN,"Prabh Singh, Jay Trak, Rooh Sandhu",184077852
IN,Kaifi Khalil,178765866
IN,"Alka Yagnik, Arijit Singh",178721589
IN,"Pritam, Arijit Singh, Irshad Kamil",173175390
IN,"Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",172122850
IN,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",170420694
IN,"Vishal Mishra, Manoj Muntashir",169110232
IN,Mitraz,162984250
IN,Gajendra Verma,157600840
IN,The Local Train,154068414
IN,Aditya A,148722764
IN,"Pritam, Arijit Singh, Jonita Gandhi, Ranveer Singh, Amitabh Bhattacharya",148216480
IN,"Anirudh Ravichander, Super Subu",147923366
IN,"Avvy Sra, Karan Aujla, Jaani",141683473
IN,Aditya Rikhari,141095578
IN,"Atif Aslam, Alisha Chinai, Pritam",137294671
IN,"Pritam, Arijit Singh, Amitabh Bhattacharya, Nikhita Gandhi",136848871
IN,"AP Dhillon, Gurinder Gill, Intense",136299166
IN,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",134195623
IN,"Jasleen Royal, B Praak, Romy, Anvita Dutt",133847086
IN,"Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",132910070
IN,"Cheema Y, Gur Sidhu",132140046
IN,Hariharan,131568587
IN,Arctic Monkeys,130232674
IN,"Sachet Tandon, Parampara Tandon, Sachet-Parampara",129161567
IN,"Faheem Abdullah, Rauhan Malik, Amir Ameer",127119657
IN,"Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",126487247
IN,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",126352690
IN,"Arijit Singh, Chinmayi",126130485
IN,"Diljit Dosanjh, Badshah, Raj Ranjodh",124522947
IN,Atif Aslam,124181621
IN,"Pritam, Arijit Singh, Shilpa Rao",122242650
IN,Sidhu Moose Wala,120947107
IN,"The Weeknd, Daft Punk",120925668
IN,"Raghav Chaitanya, Manoj Muntashir, Pritam",120217635
IN,"Pritam, Tochi Raina, Rekha Bhardwaj",119622703
IN,"Parmish Verma, PARDHAAN, Desi Crew",118972828
IN,"Sharn, The Paul",118685923
IN,"Karan Aujla, Ikky, Preston Pablo",118166187
