rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,Country,Date
1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,Interscope Records,1,3,3,16371142,MX,2023-12-21
2,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,La Víctima,Interscope Records,2,4,13,11680413,MX,2023-12-21
3,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records,1,2,16,11436829,MX,2023-12-21
4,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,1,1,9,11235839,MX,2023-12-21
5,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,1,6,26,8278126,MX,2023-12-21
6,spotify:track:2TJKY0WSFufZOzbRNgl6zE,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,Rios Music/ Outerspace Music/ Boba Records Corporation,3,5,18,8125889,MX,2023-12-21
7,spotify:track:3FvTHuefYV6TxE3Kseqno8,"Gabito Ballesteros, Natanael Cano",LOU LOU,Los CT Records,3,9,9,7592007,MX,2023-12-21
8,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,6,7,20,7512545,MX,2023-12-21
9,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,6,8,18,7323403,MX,2023-12-21
10,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,Junior H,Y LLORO,WEA Latina,5,10,11,6912091,MX,2023-12-21
11,spotify:track:1RzjXhgnzqb3dMa5852itx,"Peso Pluma, Tito Double P",LA PEOPLE,Double P Records,8,13,19,6665570,MX,2023-12-21
12,spotify:track:05WVKTdZhlIMX4qqMLuo0f,"Peso Pluma, Anitta",BELLAKEO,Double P Records,12,39,2,6517044,MX,2023-12-21
13,spotify:track:1rXxK89X0XGpIdTB6CwiFu,Gabito Ballesteros,A Puro Dolor,Los CT Records,13,21,3,6506454,MX,2023-12-21
14,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,2,11,19,6442797,MX,2023-12-21
15,spotify:track:4loIMejzvt11s97SGVEat8,"Xavi, Los Dareyes De La Sierra",Poco A Poco,Interscope Records,15,19,12,6319713,MX,2023-12-21
16,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Primera Cita,"Socios Music, LLC",2,14,34,6274438,MX,2023-12-21
17,spotify:track:7yIIeKUxTpn36X6CFJhgEi,"Bellakath, Dani Flow",Reggaeton Champagne,La Mafia del Perreo,9,12,11,6189402,MX,2023-12-21
18,spotify:track:127UT7AiWflJwjXWUBBVTQ,Natanael Cano,O Me Voy O Te Vas,WEA Latina,15,16,10,6152648,MX,2023-12-21
19,spotify:track:6ED7qim1NAX1HjNU8039WS,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,"WKMX, División of WK Records / RB Records",18,18,5,5822251,MX,2023-12-21
20,spotify:track:1TEKUj8c5iyRNUUxo9SdSD,"Xavi, Tony Aguirre",Modo DND,Interscope Records,20,24,8,5619635,MX,2023-12-21
21,spotify:track:4zfQER4owi8q6NL8Gg63Ya,Fuerza Regida,CRAZYZ,Rancho Humilde/Street Mob Records,21,33,5,5534453,MX,2023-12-21
22,spotify:track:3kx21xR6IboC9HVdajgBoc,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,2,17,26,5514320,MX,2023-12-21
23,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,4,15,10,5376875,MX,2023-12-21
24,spotify:track:6YOfGIE6iFxC7G8OlGGvzW,Junior H,ROCKSTAR,WEA Latina,15,22,11,5121137,MX,2023-12-21
25,spotify:track:4t46soaqA758rbukTO5pp1,Natanael Cano,Mi Bello Angel,WEA Latina,4,23,25,5000130,MX,2023-12-21
26,spotify:track:5B8FWDSKUT5Ui1CsCfopWh,"Grupo Marca Registrada, Octavio Cuadras",Bling Bling,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",25,25,3,4923223,MX,2023-12-21
27,spotify:track:5SHXikmjPwChjvpVIeYkMf,"Oscar Maydon, Junior H, Gabito Ballesteros",Skin de Bandida,Rancho Humilde,14,20,13,4879581,MX,2023-12-21
28,spotify:track:0zhymr6RqNuvp0RMIvdpdA,"Código FN, Gabito Ballesteros",Mood Malandro,Al Millon Music,13,32,17,4522524,MX,2023-12-21
29,spotify:track:1Aa54YEL20kiDPI6f4XGdS,"Uzielito Mix, Yeri Mua, El Jordan 23, Dj Kiire",Linea Del Perreo,Candela Music,29,151,2,4404101,MX,2023-12-21
30,spotify:track:283ngLR3LX6cdq9unM7MJ0,"Dani Flow, El Bogueto, Uzielito Mix",MARTILLAZO,Dani Flow,28,28,5,4355057,MX,2023-12-21
31,spotify:track:2O223PoYCkIPSsE4cmnr9v,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,1,29,31,4325104,MX,2023-12-21
32,spotify:track:5HR7yfhSCeoOHRQN05XnZQ,"Grupo Frontera, Carin Leon",QUE VUELVAS,Grupo Frontera,2,31,54,4168992,MX,2023-12-21
33,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,3,27,45,4158163,MX,2023-12-21
34,spotify:track:671fHUAB2n0MocazS1bMB8,"Rels B, Kenia OS",Por Dentro,DALE PLAY Records / Flakk Team,20,26,4,4147370,MX,2023-12-21
35,spotify:track:1GtIK8iINes4gNt06F60NU,Alfredo Olivas,Vete,Fonovisa,28,34,25,4077579,MX,2023-12-21
36,spotify:track:1UL2Sn9KX8StSDOp8ZEAOC,Doble ONE Flow Letal,Mi Kryptonita,CUELLO BLANCO,25,37,8,4064972,MX,2023-12-21
37,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,UMLE - Latino,37,55,3,3933213,MX,2023-12-21
38,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,35,36,3914706,MX,2023-12-21
39,spotify:track:7v4JGOsUkblqcvOJ0YpNUU,"Yeri Mua, El Gudi, Oviña, Jey F, Alan Dazmel",CHUPON,FullBrand Music,24,30,13,3733260,MX,2023-12-21
40,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,38,40,3688661,MX,2023-12-21
41,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,4,40,49,3618165,MX,2023-12-21
42,spotify:track:0uBrQT9ny21InKVEsc7lm2,"Uzielito Mix, El Bogueto, Dani Flow",Otro Show,Candela Music,36,36,15,3482000,MX,2023-12-21
43,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,"Jere Klein, Gittobeatz",ANDO,Jere Klein,43,71,5,3358701,MX,2023-12-21
44,spotify:track:3wlIAXSDtlD9iU8ysld06Z,"Peso Pluma, Jasiel Nuñez, Junior H",BIPOLAR,Double P Records,13,41,15,3235829,MX,2023-12-21
45,spotify:track:2UW7JaomAMuX9pZrjVpHAU,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,2,43,40,3162088,MX,2023-12-21
46,spotify:track:6UtWwuheJr5LLDeVypPNx7,Fuerza Regida,EXCESOS,Rancho Humilde/Street Mob Records,38,47,9,3132389,MX,2023-12-21
47,spotify:track:1SlPNQ3vAF56AiHr6Ul6jM,"Michelle Maciel, Eden Muñoz, Panter Bélico",CCC - Remix,DALE PLAY Records / Solido Records,26,48,16,3117383,MX,2023-12-21
48,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,3,45,25,3020153,MX,2023-12-21
49,spotify:track:0UbesRsX2TtiCeamOIVEkp,"Fuerza Regida, Natanael Cano",Ch y la Pizza,Rancho Humilde/Street Mob Records,6,42,55,3010258,MX,2023-12-21
50,spotify:track:29vIEdxgMT9H1fnBMecWjA,Julión Álvarez y su Norteño Banda,Lo Tienes Todo,UMLE - Fonovisa,50,61,4,2990384,MX,2023-12-21
51,spotify:track:179TZwPk0txEvjkraVTVKo,Alfredo Olivas,El Precio De La Soledad,Camiolvi,42,65,67,2990130,MX,2023-12-21
52,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,12,44,26,2961033,MX,2023-12-21
53,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,4,50,25,2904783,MX,2023-12-21
54,spotify:track:2fQrrBtuNVMWOHqLyk4EfO,Alfredo Olivas,Yo Todo Lo Doy,Fonovisa,45,52,63,2887771,MX,2023-12-21
55,spotify:track:4WefXOf8I4gMjdj2kBJgkl,"LATIN MAFIA, HUMBE",Patadas de Ahogado,Home Made Records,26,49,7,2856302,MX,2023-12-21
56,spotify:track:5cWgwbui8BasfjCXvBZ7UA,"Carin Leon, Grupo Frontera",Alch Si,SOCIOS MUSIC LLC,56,70,3,2854399,MX,2023-12-21
57,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,Peso Pluma,RUBICON,Double P Records,18,54,26,2763108,MX,2023-12-21
58,spotify:track:4AtRBtemYPsLbwdJRMj5rw,"Luis R Conriquez, Tito Double P",Sin Tanto Royo,Kartel Music,56,57,9,2754342,MX,2023-12-21
59,spotify:track:0cNSq9T5l8gZnpY14rsTR2,"Peso Pluma, Natanael Cano",PRC,Double P Records,1,53,48,2750883,MX,2023-12-21
60,spotify:track:4DnhYGcizQepwr7vvvntih,"Alex Favela, Código FN, Oscar Ortiz",ALVRGZO,Rios Music / Badsin Records / Al Millon Music,60,98,3,2615362,MX,2023-12-21
61,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,Rimas Entertainment LLC,2,46,10,2579476,MX,2023-12-21
62,spotify:track:4Nf5EZ40JenjMUKXOiyRU5,Peso Pluma,NUEVA VIDA,Double P Records,37,63,26,2564325,MX,2023-12-21
63,spotify:track:6K7gGdiXiKHTaA5M98uT1F,"Milo j, Peso Pluma",UNA BALA,DALE PLAY Records,56,56,3,2561508,MX,2023-12-21
64,spotify:track:0FkD2FHEZrZIofVkY6XPFK,"Tito Double P, Joel De La P, Luis R Conriquez",DEMBOW BÉLICO,Double P Records,11,59,28,2547191,MX,2023-12-21
65,spotify:track:24teIhDYO2RocTA2v5dY0r,Junior H,Extssy Model,WEA Latina,37,60,62,2531353,MX,2023-12-21
66,spotify:track:54zcJnb3tp9c5OVKREZ1Is,KAROL G,MI EX TENÍA RAZÓN,Bichota/Interscope Records,13,66,19,2508751,MX,2023-12-21
67,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Plan B,Es un Secreto,Pina Records,42,68,93,2500668,MX,2023-12-21
68,spotify:track:0FxtC8uFapbpDBliAU3sd6,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,WEA Latina,1,67,56,2498339,MX,2023-12-21
69,spotify:track:775hCSePn3GW4h9nZ636kq,"Peso Pluma, Tito Double P",GAVILÁN II,Double P Records,43,58,26,2490763,MX,2023-12-21
70,spotify:track:71V6u8mPSydvEokO7XYqG6,Alfredo Olivas,El Vals Del Olvido,Camiolvi,67,87,62,2474085,MX,2023-12-21
71,spotify:track:1OZpgVRQKkxcoeEocqTMRZ,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo,UMLE - Fonovisa,27,109,67,2467545,MX,2023-12-21
72,spotify:track:4Zx0yrZwW4uNpd1FhIrOV5,Natanael Cano,Mas Altas Que Bajadas,WEA Latina,12,64,25,2467087,MX,2023-12-21
73,spotify:track:32hCeeK3ayPux4UauNPsgA,"Arcángel, Grupo Frontera",ALV,Rimas Entertainment LLC.,60,69,5,2463105,MX,2023-12-21
74,spotify:track:6Z0ybnsUBhbZ9ZjPW64eoF,Belanova,Rosa Pastel,Universal Music Mexico,22,51,57,2439556,MX,2023-12-21
75,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"Feid, Young Miko",CLASSY 101,UMLE - Latino,18,76,38,2397405,MX,2023-12-21
76,spotify:track:3RA55zrRkyPK8Fd86hrMy8,"Peso Pluma, Junior H",LUNA,Double P Records,4,62,26,2385686,MX,2023-12-21
77,spotify:track:2QrU43HoJRNBrbo2XLI9DS,Alfredo Olivas,No,Fonovisa,77,94,43,2382924,MX,2023-12-21
78,spotify:track:46XNO42jaQNr5DdEWINdpL,"Luis R Conriquez, Edgardo Nuñez, Los Dareyes De La Sierra",De Fresa y Coco,Kartel Music,78,80,5,2343933,MX,2023-12-21
79,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,Quevedo,16,74,24,2321449,MX,2023-12-21
80,spotify:track:2Nk3gXgekore0lfB7PCnub,Alfredo Olivas,El Paciente,Camiolvi,59,95,181,2318400,MX,2023-12-21
81,spotify:track:1piak4R3yW4otWWyaSqyCH,"Junior H, Peso Pluma, Gabito Ballesteros",El Tsurito,WEA Latina,13,82,37,2310606,MX,2023-12-21
82,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,92,76,2273550,MX,2023-12-21
83,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,29,78,12,2247573,MX,2023-12-21
84,spotify:track:6tEl8GwFJEFyxZAO1ibTRF,Carin Leon,No Es Por Acá,"Socios Music, LLC",25,97,76,2200675,MX,2023-12-21
85,spotify:track:2hn2zOA2XFlv6DSmesylrL,"Ryan Castro, Peso Pluma, SOG",QUEMA,Sony Music Latin,31,72,23,2194789,MX,2023-12-21
86,spotify:track:3HgvO4B5LLmdPOT2d8cSZd,"LAGOS, Danny Ocean",Mónaco,WM Mexico,12,73,130,2191951,MX,2023-12-21
87,spotify:track:7uuqrSuCjWxPTCVyOeGMyt,"Michelle Maciel, Eden Muñoz",CCC,DALE PLAY Records / Solido Records,14,93,32,2180213,MX,2023-12-21
88,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,38,89,32,2176937,MX,2023-12-21
89,spotify:track:2CshODtf7iwe3pKlPmEWF5,Junior H,TRES BOTELLAS,WEA Latina,43,102,11,2156503,MX,2023-12-21
90,spotify:track:14k3Rb7Xgte9fsndjdenmq,"Kany García, Carin Leon",Te Lo Agradezco,5020 Records,77,81,20,2155294,MX,2023-12-21
91,spotify:track:0qCPD6ilr9nXkI4KVZgcns,"Eden Muñoz, Junior H",Abcdario,Lizos Music,7,96,32,2116947,MX,2023-12-21
92,spotify:track:46FdwGMcgz6gik4RCpWBAW,"Oscar Maydon, El Padrinito Toys",Los Collares,Rancho Humilde,13,85,63,2112148,MX,2023-12-21
93,spotify:track:5aJ1M43pinROpwaPnO8KRj,Natanael Cano,Amor Tumbado,Rancho Humilde,30,106,117,2109925,MX,2023-12-21
94,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Bebe Dame,Rancho Humilde/Street Mob Records,1,91,52,2106140,MX,2023-12-21
95,spotify:track:2VzCjpKvPB1l1tqLndtAQa,Peso Pluma,Por Las Noches,Worms Music,7,75,58,2093130,MX,2023-12-21
96,spotify:track:6TS8WvNunHz3sIePWAxYfE,Dani Flow,LAS QUE NO TIENEN PAPÁ,Dani Flow,83,83,13,2092859,MX,2023-12-21
97,spotify:track:2kz1YOhJiNubjigR1gB1VX,Rauw Alejandro,DILUVIO,Sony Music Latin/Duars Entertainment,68,86,7,2089204,MX,2023-12-21
98,spotify:track:3WoxwWoay78KXzGRlAm7J7,"Dani Flow, Alu Mix, Tensec",QUÉ ROLLITO PRIMAVERA,Dani Flow,79,79,8,2085445,MX,2023-12-21
99,spotify:track:1RGlfmdvcfatN0ZLOmzanS,Junior H,El Hijo Mayor,WEA Latina,22,99,75,2076896,MX,2023-12-21
100,spotify:track:49Zc3sEJHADPoVDM4jNKgs,"Grupo Frontera, Manuel Turizo",DE LUNES A LUNES,Grupo Frontera,42,77,17,2068770,MX,2023-12-21
101,spotify:track:3kf0WdFOalKWBkCCLJo4mA,Chino Pacas,El Gordo Trae El Mando,Street Mob Records/PFL/Geffen Records,6,84,46,2042270,MX,2023-12-21
102,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1,88,43,2041662,MX,2023-12-21
103,spotify:track:4SHTLje9c6RLnx6kOPt9L6,Alfredo Olivas,El Sillón,Camiolvi,87,112,24,2040905,MX,2023-12-21
104,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5,"El Chachito, Junior H",En Paris,Rancho Humilde,12,90,52,2031741,MX,2023-12-21
105,spotify:track:4eMKD8MRroxCqugpsxCCNb,"Tainy, Bad Bunny",MOJABI GHOST,"NEON16, LLC",15,100,25,2005117,MX,2023-12-21
106,spotify:track:1EZk1gal98tb4lNI862KzO,Natanael Cano,Pacas De Billetes,WEA Latina,18,101,34,1992740,MX,2023-12-21
107,spotify:track:6CRRlfXDdhsL6vih3J5xco,Alfredo Olivas,En Definitiva,Camiolvi,78,126,93,1975690,MX,2023-12-21
108,spotify:track:2NQZVzSRRatbbPWD5IfadH,Xavi,Sin Pagar Renta,Interscope Records,108,132,2,1971460,MX,2023-12-21
109,spotify:track:4OVpyR6yhYyVoRj9D7CERz,"Banda MS de Sergio Lizárraga, Carin Leon",Ojos Cerrados,Lizos Music,44,117,102,1965173,MX,2023-12-21
110,spotify:track:76kelNDs1ojicx1s6Urvck,Grupo Frontera,NO SE VA - EN VIVO,Grupo Frontera,1,107,73,1955502,MX,2023-12-21
111,spotify:track:3nQ0FbZL6DTcGnu03Jpgzm,Carin Leon,Me la Avente,Tamarindo Rekordsz,27,130,169,1925533,MX,2023-12-21
112,spotify:track:5Ei8EK2uXNkqqVSe2QYsFp,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,UMLE - Fonovisa,21,119,70,1915010,MX,2023-12-21
113,spotify:track:2bXJMQZSJND3UYq5mjV4cB,"Peso Pluma, Natanael Cano",CARNAL,Double P Records,25,104,26,1912174,MX,2023-12-21
114,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,1,105,85,1885694,MX,2023-12-21
115,spotify:track:2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,23,103,70,1840182,MX,2023-12-21
116,spotify:track:1AZbs0L3SkXe625DKp37KQ,LATIN MAFIA,Julietota,Home Made Records,27,108,17,1839556,MX,2023-12-21
117,spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Rimas Entertainment LLC,1,111,85,1832334,MX,2023-12-21
118,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1,113,87,1821671,MX,2023-12-21
119,spotify:track:6VsqdsaY4oV06NODea0L0J,"Becky G, Ángela Aguilar, Leonardo Aguilar",POR EL CONTRARIO (with Angela Aguilar & Leonardo Aguilar),Kemosabe Records/RCA Records/Sony Music Latin,109,142,8,1806068,MX,2023-12-21
120,spotify:track:2jPufybqAAmiF16Jirt9Ez,Julión Álvarez y su Norteño Banda,Te Hubieras Ido Antes,UMLE - Fonovisa,57,176,20,1795260,MX,2023-12-21
121,spotify:track:5LXnSZVJ3kvi0MpA4ryjIb,"Grupo Marca Registrada, Junior H",Mafiosa,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",88,114,7,1793300,MX,2023-12-21
122,spotify:track:2cpAMkytkJoaaLYO6pXBey,Natanael Cano,El Toro Encartado - Spotify Singles,WEA Latina,27,110,14,1772035,MX,2023-12-21
123,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,DALE PLAY Records / Flakk Team,68,120,252,1752376,MX,2023-12-21
124,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,"Bizarrap, Peso Pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55",DALE PLAY Records,1,118,30,1691879,MX,2023-12-21
125,spotify:track:4H6o1bxKRGzmsE0vzo968m,"Yuridia, Ángela Aguilar",Qué Agonía,Sony Music México,5,121,61,1690337,MX,2023-12-21
126,spotify:track:0W4yC1CrhJVQCpcFrB6oGU,Kenia OS,Ojo X Ojo,Sony Music México / 5020 RCRDS,40,122,8,1680281,MX,2023-12-21
127,spotify:track:55ZATsjPlTeSTNJOuW90pW,"Cartel De Santa, La Kelly",Shorty Party,"Babilonia Music, S.A. De C.V.",1,115,42,1671326,MX,2023-12-21
128,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,WM Mexico,21,124,365,1668456,MX,2023-12-21
129,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,65,123,20,1662918,MX,2023-12-21
130,spotify:track:0pliiCOWPN0IId8sXAqNJr,"Grupo Marca Registrada, Grupo Frontera",Di Que Sí,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",10,128,45,1660520,MX,2023-12-21
131,spotify:track:5kpxVMDvYGRmNqawPqDTYR,"La Adictiva, Luis R Conriquez",JGL,Anval Music,10,141,92,1659145,MX,2023-12-21
132,spotify:track:2eXvwd7kOvTWVfd9Kinx2x,Xavi,Amigos con Derecho,Baga Music,132,179,2,1655945,MX,2023-12-21
133,spotify:track:17js0w8GTkTUFGFM6PYvBd,"Fuerza Regida, Peso Pluma",Igualito a Mi Apá,Rancho Humilde/Street Mob Records,19,116,48,1649535,MX,2023-12-21
134,spotify:track:1EKZmfqveHKe78Isfk07w4,"Grupo Frontera, Junior H",EN ALTAVOZ,Grupo Frontera,58,134,20,1649365,MX,2023-12-21
135,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,2,127,85,1641808,MX,2023-12-21
136,spotify:track:4ygQ5wSuzzNRevVjup1qV2,"Luis R Conriquez, Tony Aguirre, Peso Pluma",El Gavilán,Kartel Music / Prajin Music,12,129,61,1618577,MX,2023-12-21
137,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",DALE PLAY Records,1,125,76,1605889,MX,2023-12-21
138,spotify:track:62vhlXTC4rrb13dVUlyYpO,"Tito Double P, Luis R Conriquez",LA 701,Double P Records,52,148,22,1592878,MX,2023-12-21
139,spotify:track:1IzGf1RLpHuImi5lsCD3T9,Duelo,Puño De Diamantes,LA BONITA MUSIC,137,147,19,1588155,MX,2023-12-21
140,spotify:track:7E9GeFGfjXw9LAI4ay6rsw,"Grupo Firme, Carin Leon",El Tóxico,Music VIP,10,161,159,1567290,MX,2023-12-21
141,spotify:track:1lKI9y1DL6QnYTZguVmACX,Luis Miguel,La Media Vuelta,WEA Latina,71,143,108,1563831,MX,2023-12-21
142,spotify:track:5xzGmQsjbPuIZ6GtPdVuEq,"Grupo Marca Registrada, Junior H",El Rescate,Boba Records,8,150,74,1555082,MX,2023-12-21
143,spotify:track:3upTB6o5YgeALHgDp3mzte,"Grupo Firme, Gerardo Coronel",Qué Onda Perdida,Music VIP,33,155,38,1554419,MX,2023-12-21
144,spotify:track:0JDrG1g5HXbfgGtRKT0ofH,Natanael Cano,Diamantes,WEA Latina,72,152,18,1538851,MX,2023-12-21
145,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,136,360,1537923,MX,2023-12-21
146,spotify:track:3GSMdtJphymHEsR8K9jT5Q,León Larregui,Locos,Universal Music Mexico,56,131,300,1530039,MX,2023-12-21
147,spotify:track:7BVMtLpd7edHeOizt4RWz9,"Yahritza Y Su Esencia, Grupo Frontera",Frágil,Lumbre Music/Columbia,9,146,37,1519542,MX,2023-12-21
148,spotify:track:1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,WM Mexico,43,133,143,1518683,MX,2023-12-21
149,spotify:track:5u9W6O6RiCRbJIOhE4Nmzy,"Adrian L Santos, Oscar Maydon",Pal Amor Soy Malo - Remix,WM Mexico,139,139,3,1517716,MX,2023-12-21
150,spotify:track:4rX1QSvkaQE2y5LJLVjFqG,"Luis Mexia, Grupo Firme",Calidad,Luis Mexia,14,157,75,1517696,MX,2023-12-21
151,spotify:track:68cUJFq7aAbgeurngTmngL,Junior H,$AD BOYZ II,WEA Latina,11,137,11,1510680,MX,2023-12-21
152,spotify:track:4jJY4P5bdA3da1iRnwIMok,"Oscar Maydon, Victor Mendivil, Alemán",Hong Kong,Rancho Humilde,137,140,6,1503172,MX,2023-12-21
153,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,144,90,1502855,MX,2023-12-21
154,spotify:track:6Xj014IHwbLVjiVT6H89on,Kenia OS,Malas Decisiones,Sony Music México / 5020 RCRDS,13,138,49,1495450,MX,2023-12-21
155,spotify:track:2EocM6oTLy6WUBTCipObqj,"Uzielito Mix, El Bogueto, Alnz G, Tensec, Dani Flow",Espantan - Remix,Candela Music,155,156,6,1495076,MX,2023-12-21
156,spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,Universal Music Mexico,65,-1,191,1483000,MX,2023-12-21
157,spotify:track:0tJ0ZGuHUKJIseLFlPlkXC,Kim Loaiza,Los Besos Que Te Di,WEA Latina,157,-1,1,1480823,MX,2023-12-21
158,spotify:track:3JvDAV3iV1KH0EmnfdU8kf,Alfredo Olivas,Antecedentes De Culpa,Camiolvi,158,178,6,1479285,MX,2023-12-21
159,spotify:track:0J9g1MMJDhyvOb3NWckHMm,"Bad Gyal, Tokischa, Young Miko",Chulo pt.2,Universal Music Latino/Interscope,48,149,22,1476829,MX,2023-12-21
160,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,"Bad Bunny, Young Miko",FINA,Rimas Entertainment LLC,7,145,10,1476380,MX,2023-12-21
161,spotify:track:3FUVgc4ULS0t7X7sUBZ1UO,"Natanael Cano, Junior H",Eres,WEA Latina,14,160,25,1464759,MX,2023-12-21
162,spotify:track:2a8yglXvNw07OWu4lO2ByG,Junior H,LA CHERRY,WEA Latina,30,158,11,1454138,MX,2023-12-21
163,spotify:track:3ZGkdrigbWXLgHungXfZkt,"Junior H, Luis R Conriquez",Los Botones Azules,WEA Latina,13,166,94,1446087,MX,2023-12-21
164,spotify:track:1l77YWrGUp3qX3NS1rz7lq,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,Lizos Music,24,180,242,1431939,MX,2023-12-21
165,spotify:track:4tYgQrGwhpvjfq4ryajgUo,"Reik, Carin Leon",El Correcto,Sony Music México,94,165,9,1428221,MX,2023-12-21
166,spotify:track:06qMRF18gwbOYYbnP2du6i,Wham!,Last Christmas - Single Version,Sony Music CG,96,163,11,1424144,MX,2023-12-21
167,spotify:track:7DhYjNLksXZhbRQeheAums,Bacilos,Caraluna,WEA Latina,94,171,181,1416222,MX,2023-12-21
