rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,Country,Date
1,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,1,1,38,740148,KR,2023-12-14
2,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,22,613364,KR,2023-12-14
3,spotify:track:0u8rZGtXJrLtiSe34FPjGG,Jimin,Like Crazy (English Version),BIGHIT MUSIC,2,3,38,587627,KR,2023-12-14
4,spotify:track:59hBR0BCtJsfIbV9VzCVAp,Jimin,Set Me Free Pt.2,BIGHIT MUSIC,2,4,39,438903,KR,2023-12-14
5,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,4,5,6,377422,KR,2023-12-14
6,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,6,11,374390,KR,2023-12-14
7,spotify:track:21ewxM3YvcdTj7cC0XwznO,Lim Young Woong,Do or Die,Mulgogi Music,6,7,10,283572,KR,2023-12-14
8,spotify:track:4WUpMUjdoi47LY7gBQBXe3,Lim Young Woong,Grain of Sand,물고기뮤직,8,8,28,268803,KR,2023-12-14
9,spotify:track:6auT8cRBu3BgPRBrdVBY15,Lim Young Woong,London Boy,물고기뮤직,6,9,56,242629,KR,2023-12-14
10,spotify:track:74X2u8JMVooG2QbjRxXwR8,LE SSERAFIM,Perfect Night,SOURCE MUSIC,10,11,7,217975,KR,2023-12-14
11,spotify:track:2tA3NP12r4niSRhb9Y6AoY,Lim Young Woong,Polaroid,물고기뮤직,10,10,56,207373,KR,2023-12-14
12,spotify:track:2RLdkXSaiQjRbey5pvP8Kt,Lim Young Woong,If We Ever Meet Again,물고기뮤직,5,12,84,179636,KR,2023-12-14
13,spotify:track:2gkVEnpahpE3bQuvGuCpAV,Jung Kook,Yes or No,BIGHIT MUSIC,7,13,6,173910,KR,2023-12-14
14,spotify:track:5Hfnps0jaWFpYg55WOPexG,Jimin,Alone,BIGHIT MUSIC,6,14,38,165884,KR,2023-12-14
15,spotify:track:5qyjy0xfsHNzWxvXkHVB85,"Jimin, JVKE, Fast & Furious: The Fast Saga, Kodak Black, NLE Choppa, Muni Long","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",APG Inc – FF10,11,20,26,162488,KR,2023-12-14
16,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,3,17,18,161671,KR,2023-12-14
17,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,aespa,Drama,SM Entertainment / Warner Records,15,18,5,161283,KR,2023-12-14
18,spotify:track:3OdIiWnYRHPYtC313Z0Bwy,Jimin,Face-off,BIGHIT MUSIC,5,16,38,159318,KR,2023-12-14
19,spotify:track:2qg2jy3v50RwfV5FAqG3a2,Jimin,Interlude : Dive,BIGHIT MUSIC,7,23,38,142190,KR,2023-12-14
20,spotify:track:50xSycnGMDy0Wg5jJcOv3S,Lim Young Woong,Rainbow,물고기뮤직,11,15,83,137067,KR,2023-12-14
21,spotify:track:1vvcEHQdaUTvWt0EIUYcFK,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",APG Inc – FF10,1,24,31,132472,KR,2023-12-14
22,spotify:track:2jidjmWNeRmKgLjXhW52Gz,Lim Young Woong,"Our Blues, Our Life",물고기뮤직,12,19,84,127278,KR,2023-12-14
23,spotify:track:4Cr43xPo7bwyCcL1g3yVCu,Lim Young Woong,A bientot,물고기뮤직,21,21,82,122302,KR,2023-12-14
24,spotify:track:0VPFT123HKoQ2J6ipeDcI1,"Jung Kook, USHER",Standing Next to You (USHER Remix),BIGHIT MUSIC,22,22,2,119158,KR,2023-12-14
25,spotify:track:210JJAa9nJOgNa0YNrsT5g,"League of Legends, NewJeans",GODS,Riot Games,10,27,11,115744,KR,2023-12-14
26,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,Super Shy,ADOR,2,32,23,114452,KR,2023-12-14
27,spotify:track:2gyCwrOcC6JBoaJ8JGJ7T8,TAEYEON,To. X,SM Entertainment,27,37,3,112649,KR,2023-12-14
28,spotify:track:5h1BN75CEh8wdSwE1xrbSe,V,Slow Dancing,BIGHIT MUSIC,4,34,13,109691,KR,2023-12-14
29,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,1,36,52,106229,KR,2023-12-14
30,spotify:track:2lsRp40mCRkhqULWdMbOzn,Lim Young Woong,I Love You,물고기뮤직,15,25,83,102371,KR,2023-12-14
31,spotify:track:5ydjxBSUIDn26MFzU3asP4,V,Rainy Days,BIGHIT MUSIC,5,35,18,101898,KR,2023-12-14
32,spotify:track:7x3SGAkfIrzDr9paSslwMv,Lim Young Woong,Lovely Touch,물고기뮤직,28,28,81,100809,KR,2023-12-14
33,spotify:track:1E14FuM0BRaHAJSJ9YxMVu,Lim Young Woong,A Psalm of Life,물고기뮤직,26,26,79,100163,KR,2023-12-14
34,spotify:track:43u5DDtK4vQ1coWXb4S5a8,Lim Young Woong,HERO,"TIZZO C&C, New Era Project",31,31,61,99046,KR,2023-12-14
35,spotify:track:5ONOlTiqymhzwcFjqcIT6E,Jung Kook,Hate You,BIGHIT MUSIC,8,40,6,98762,KR,2023-12-14
36,spotify:track:4rMEoXVYww6Xy7q9wSj4gy,Lim Young Woong,Love Always Run Away,MOST CONTENTS,24,30,109,97004,KR,2023-12-14
37,spotify:track:56v8WEnGzLByGsDAXDiv4d,NewJeans,ETA,ADOR,3,44,21,95945,KR,2023-12-14
38,spotify:track:365znJ27Fb3faGsctmQYWR,Lim Young Woong,Father,물고기뮤직,29,29,78,95908,KR,2023-12-14
39,spotify:track:0k0GtcnyQLMiXrdEDbLXmJ,"Jung Kook, DJ Snake",Please Don't Change (feat. DJ Snake),BIGHIT MUSIC,9,39,6,89619,KR,2023-12-14
40,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,ADOR,1,47,50,88185,KR,2023-12-14
41,spotify:track:3Dah48XTdzVtbIl4dUn6l4,RIIZE,Get A Guitar,SM Entertainment,17,52,15,88184,KR,2023-12-14
42,spotify:track:7yZD4AVfQtAZD4cG8eRnPk,DEAN,DIE 4 YOU,Universal Music Ltd.,11,41,4,86291,KR,2023-12-14
43,spotify:track:0yfQBmmOIVqiwhV5u10EhN,Lim Young Woong,Love Letter,물고기뮤직,23,33,78,85348,KR,2023-12-14
44,spotify:track:7aqsfFKqJFNa2umM4tTLdA,IVE,Baddie,Sony Music Labels Inc.,13,50,9,84061,KR,2023-12-14
45,spotify:track:06Qo2fYR2KS1F7bL338iVT,"Jung Kook, Major Lazer",Closer to You (feat. Major Lazer),BIGHIT MUSIC,11,42,6,82604,KR,2023-12-14
46,spotify:track:5KfJvZ0PZzRdwFRaTUDAA7,Jung Kook,Somebody,BIGHIT MUSIC,12,48,6,82486,KR,2023-12-14
47,spotify:track:7AbqgE05nFl9qY4FRUiq2p,Jung Kook,Shot Glass of Tears,BIGHIT MUSIC,13,45,6,81232,KR,2023-12-14
48,spotify:track:3bNNvJA7hsGw0wSpGkfOBm,Jung Kook,Too Sad to Dance,BIGHIT MUSIC,10,49,6,78811,KR,2023-12-14
49,spotify:track:2kTKlEtnGx5z8oi4O06yqC,QWER,Discord,TAMAGO PRODUCTION,49,58,6,78197,KR,2023-12-14
50,spotify:track:05STjz8kmPBUebu3uu5sO0,Lim Young Woong,Nest,물고기뮤직,38,38,74,76755,KR,2023-12-14
51,spotify:track:0NPR33dSDeDdlWS4aaN3dc,Lim Young Woong,My Starry Love,"TIZZO C&C, New Era Project, MULGOGI MUSIC",43,43,61,75824,KR,2023-12-14
52,spotify:track:6gcuJpHu0Ey30D5WR76y98,JENNIE,You & Me,YG Entertainment,8,60,10,75252,KR,2023-12-14
53,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,1,59,72,74460,KR,2023-12-14
54,spotify:track:0qsv5I5fEnRoX2Enb3mBNr,"Zion.T, AKMU",V (Peace) (feat. AKMU),THEBLACKLABEL,54,-1,1,74259,KR,2023-12-14
55,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,5,56,23,74054,KR,2023-12-14
56,spotify:track:2cEwQnP4284g37N6D7ETND,RIIZE,Talk Saxy,SM Entertainment,31,68,7,74020,KR,2023-12-14
57,spotify:track:6rdkCkjk6D12xRpdMXy0I2,NewJeans,New Jeans,ADOR,4,63,23,72862,KR,2023-12-14
58,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,58,73,11,69844,KR,2023-12-14
59,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Ariana Grande,Santa Tell Me,Universal Records,8,64,23,69693,KR,2023-12-14
60,spotify:track:5oaQsszgxYAdABuXoWEOUe,Jimin,Christmas Love,BIGHIT MUSIC,19,51,40,69677,KR,2023-12-14
61,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,37,65,27,69230,KR,2023-12-14
62,spotify:track:68gQG2HpRMxIRom4pCugMq,Red Velvet,Chill Kill,SM Entertainment,38,61,5,68700,KR,2023-12-14
63,spotify:track:4zCcKPm03kHARVAiyzlDX8,Lim Young Woong,Trust in me,TV CHOSUN,46,46,68,67534,KR,2023-12-14
64,spotify:track:4NIe9Is7bN5JWyTeCW2ahK,"TAEYANG, Jimin",VIBE (feat. Jimin of BTS),THEBLACKLABEL,3,62,48,67010,KR,2023-12-14
65,spotify:track:4HAOgAnILvXCbSODMoRnmD,V,For Us,BIGHIT MUSIC,11,66,14,65354,KR,2023-12-14
66,spotify:track:1qosh64U6CR5ki1g1Rf2dZ,AKMU,Love Lee,YG Entertainment,9,70,17,65349,KR,2023-12-14
67,spotify:track:1TCkgf6YdQa9jzhWziWbjf,Lim Young Woong,Elevator,덕업닷컴,52,57,42,64866,KR,2023-12-14
68,spotify:track:2UU11hvjN1JIn4iihEodNT,V,Blue,BIGHIT MUSIC,11,67,14,64688,KR,2023-12-14
69,spotify:track:2yjeXq5ahx6UUg2rHaUe6X,"JVKE, Jimin, Charlie Puth, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",APG Inc – FF10,5,69,27,64581,KR,2023-12-14
70,spotify:track:41JPN7pZMTp1sumBOHOzHd,"Agust D, IU",People Pt.2 (feat. IU),BIGHIT MUSIC,9,82,36,64197,KR,2023-12-14
71,spotify:track:1IvOxLYTstsq5Z6pN3l3zm,Lim Young Woong,Loving You,물고기뮤직,48,53,69,63476,KR,2023-12-14
72,spotify:track:2D1xAiDD33nqcxtSMH30hO,Lim Young Woong,Love Station,물고기뮤직,39,55,70,63365,KR,2023-12-14
73,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,Monkey Puzzle/Atlantic,9,72,31,63024,KR,2023-12-14
74,spotify:track:3VBj0lzjmhTzVFPEDOjNCG,BABYMONSTER,BATTER UP,YG Entertainment,74,77,3,62453,KR,2023-12-14
75,spotify:track:5Odq8ohlgIbQKMZivbWkEo,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),Atlantic Records,1,103,77,61958,KR,2023-12-14
76,spotify:track:7pgbDdy7ax962o9d2xJceV,V,Slow Dancing (Piano Ver.),BIGHIT MUSIC,13,71,14,61917,KR,2023-12-14
77,spotify:track:2mHw0KoEyDw8Yaw3yPoke6,"Jung Kook, Justin Timberlake",3D (Justin Timberlake Remix),BIGHIT MUSIC,47,54,3,61193,KR,2023-12-14
78,spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,IVE,I AM,Starship Entertainment,1,79,36,60476,KR,2023-12-14
79,spotify:track:06qMRF18gwbOYYbnP2du6i,Wham!,Last Christmas - Single Version,Sony Music CG,13,78,17,60321,KR,2023-12-14
80,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,Attention,ADOR,1,83,72,56744,KR,2023-12-14
81,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,7,81,53,56604,KR,2023-12-14
82,spotify:track:2RUcwyW74Sv4VracHFrKdh,Jimin,Promise,BIGHIT MUSIC,8,75,41,56494,KR,2023-12-14
83,spotify:track:2VNpT9fRk1kyksT0S4coZR,EXO,The First Snow,SM Entertainment,83,96,11,56464,KR,2023-12-14
84,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,51,92,13,55868,KR,2023-12-14
85,spotify:track:02wk5BttM0QL38ERjLPQJB,NewJeans,Cool With You,ADOR,5,86,21,55374,KR,2023-12-14
86,spotify:track:29WxJqIfDRMo9isV07kbJP,"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",PARANOIA,Riot Games,58,74,8,55064,KR,2023-12-14
87,spotify:track:0ATIeBo4fQnecpNzm3CUFm,Zion.T,UNLOVE (prod. HONNE),THEBLACKLABEL,87,-1,1,54876,KR,2023-12-14
88,spotify:track:0VdwOoAKPe9aGahkpllfkH,BUMJIN,A Letter,JMG(더블엑스엔터테인먼트),88,88,7,54215,KR,2023-12-14
89,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,14,90,19,53869,KR,2023-12-14
90,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,84,87,4,53596,KR,2023-12-14
91,spotify:track:03MTY1omA35sy8rWJEtGcq,NMIXX,Soñar (Breaker),JYP Entertainment,91,175,2,53397,KR,2023-12-14
92,spotify:track:0tSkMuKKrLXEfxc58cEhFX,IVE,Off The Record,Sony Music Labels Inc.,21,91,10,52850,KR,2023-12-14
93,spotify:track:14uc1xI1MOdI6w4Yia6Cz7,Zion.T,Stranger,THEBLACKLABEL,93,-1,1,52761,KR,2023-12-14
94,spotify:track:1omcLGGewAHTVBfL2DtT3C,Lim Young Woong,Two fists,"TV CHOSUN, ShowPlay",63,76,36,52398,KR,2023-12-14
95,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,49,84,11,52281,KR,2023-12-14
96,spotify:track:2gzhQaCTeNgxpeB2TPllyY,"Jimin, HA SUNG WOON",With you,"Genie Music Corporation, Stone Music Entertainment",3,80,86,51656,KR,2023-12-14
97,spotify:track:4QhnNyKDsAkXPwHkSnuc89,LE SSERAFIM,"Eve, Psyche & The Bluebeard’s wife",SOURCE MUSIC,10,94,33,51599,KR,2023-12-14
98,spotify:track:2KNEK9rGKQKKNE6FTt8PvQ,Parc Jae Jung,Let's Say Goodbye,WM Korea,33,105,30,50984,KR,2023-12-14
99,spotify:track:5IAESfJjmOYu7cHyX557kz,BTS,Take Two,BIGHIT MUSIC,5,89,27,50476,KR,2023-12-14
100,spotify:track:6f4CAdAmrOfGH3FOfwHMSV,AKMU,Fry’s Dream,YG Entertainment,21,99,17,48694,KR,2023-12-14
101,spotify:track:7jzOZuWgZ5gaMet9V5Ix1d,JEON SOMI,Fast Forward,THEBLACKLABEL,11,100,19,47797,KR,2023-12-14
102,spotify:track:3TQHPUEVdvdq8ejwEcHUlL,Nerd Connection,If I have you only (My love X Nerd Connection),TOON STUDIO,102,115,5,47773,KR,2023-12-14
103,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,Kemosabe Records/RCA Records,90,102,12,47064,KR,2023-12-14
104,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,Underneath the Tree,RCA Records Label,29,98,16,46906,KR,2023-12-14
105,spotify:track:4erzRRcwLlW1GdbQfTcw4I,Lim Young Woong,Hate you,"TV CHOSUN, ShowPlay",68,85,24,46431,KR,2023-12-14
106,spotify:track:6D90VTeGEWYX5AkAtjHZh1,Jimin,Like Crazy (Deep House Remix),BIGHIT MUSIC,28,93,38,46336,KR,2023-12-14
107,spotify:track:5tDxLjAnkojfnXnjOk6mvh,Jimin,Like Crazy (UK Garage Remix),BIGHIT MUSIC,30,95,38,45991,KR,2023-12-14
108,spotify:track:51vRumtqbkNW9wrKfESwfu,"LE SSERAFIM, Nile Rodgers",UNFORGIVEN (feat. Nile Rodgers),SOURCE MUSIC,1,104,33,45839,KR,2023-12-14
109,spotify:track:11s5p72subU7SHJPzyR2Lq,RIIZE,Memories,SM Entertainment,36,106,16,45217,KR,2023-12-14
110,spotify:track:3jxFmvoG55Cwv0JJBzRPce,IVE,Either Way,Sony Music Labels Inc.,12,101,12,44967,KR,2023-12-14
111,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,89,120,45,44634,KR,2023-12-14
112,spotify:track:618OKP1lBkNJL8uZdNSvQE,VIVIZ,MANIAC,BIGPLANETMADE,112,188,4,44488,KR,2023-12-14
113,spotify:track:0bMoNdAnxNR0OuQbGDovrr,LE SSERAFIM,ANTIFRAGILE,SOURCE MUSIC,1,107,61,44461,KR,2023-12-14
114,spotify:track:3gtlthEgyulDfT8dWdKsnv,aespa,Spicy,SM Entertainment / Warner Records,3,113,32,43545,KR,2023-12-14
115,spotify:track:4bZZVcgWWMWPBwzTTp642w,BTS,Filter,BIGHIT MUSIC,12,97,146,43288,KR,2023-12-14
116,spotify:track:423WHvB4mKprM6hELzpH3F,Nerd Connection,Good Night Good Dream,ES Records,81,114,69,42640,KR,2023-12-14
117,spotify:track:1rv46mRwDqMEhOBZ7vODg3,Michael Bublé,It's Beginning to Look a Lot like Christmas,Reprise,31,110,14,42372,KR,2023-12-14
118,spotify:track:1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),Dreamville/Interscope,118,171,2,41173,KR,2023-12-14
119,spotify:track:1hAloWiinXLPQUJxrJReb1,YOASOBI,アイドル,YOASOBI,6,121,36,40711,KR,2023-12-14
120,spotify:track:5expoVGQPvXuwBBFuNGqBd,NewJeans,Hurt,ADOR,4,119,72,40596,KR,2023-12-14
121,spotify:track:2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,35,108,13,40465,KR,2023-12-14
122,spotify:track:4bjN59DRXFRxBE1g5ne6B1,Agust D,Haegeum,BIGHIT MUSIC,10,140,34,40151,KR,2023-12-14
123,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,35,123,141,40144,KR,2023-12-14
124,spotify:track:4MTNimMDRyFZv37Thcktwa,SEVENTEEN,God of Music,PLEDIS Entertainment,44,117,8,40091,KR,2023-12-14
125,spotify:track:0NoeYUnwpb9R26mpylHcR9,KISS OF LIFE,Sugarcoat (NATTY Solo),S2 ENTERTAINMENT INC.,28,126,23,39854,KR,2023-12-14
126,spotify:track:7AGq5qaaF9awHDaKuCvVjj,KISS OF LIFE,Bad News,S2 ENTERTAINMENT INC.,126,143,4,39286,KR,2023-12-14
127,spotify:track:6R5fYCySNHrqo4Og6O1ppn,Lauv,"Steal The Show - From ""Elemental""",Walt Disney Records,10,122,26,39077,KR,2023-12-14
128,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,113,199,4,38466,KR,2023-12-14
129,spotify:track:4uOBL4DDWWVx4RhYKlPbPC,(G)I-DLE,Queencard,Cube Entertainment,4,124,31,38218,KR,2023-12-14
130,spotify:track:3T03rPwlL8NVk1yIaxeD8U,Justin Bieber,Off My Face,RBMG/Def Jam,24,133,143,38148,KR,2023-12-14
131,spotify:track:0eFMbKCRw8KByXyWBw8WO7,Jung Kook,Still With You,BIGHIT MUSIC,8,130,24,38000,KR,2023-12-14
132,spotify:track:0QzuaeCEEOV40Pn7IvKEny,Dhruv,double take,Little Worry/RCA Records,58,125,130,37919,KR,2023-12-14
133,spotify:track:4JK1kDUdH9RTBQrrSO1QfR,Yuuri,ベテルギウス,Sony Music Labels Inc.,21,127,44,37727,KR,2023-12-14
134,spotify:track:0cxhv3PpIkmREXqobuB0zG,Jimin,Like Crazy (Instrumental),BIGHIT MUSIC,50,111,37,37588,KR,2023-12-14
135,spotify:track:1nWB8isqs2tviWk20G5pow,BTS,Lie,BIGHIT MUSIC,26,109,58,37335,KR,2023-12-14
136,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,15,132,120,36861,KR,2023-12-14
137,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,139,127,36777,KR,2023-12-14
138,spotify:track:2X9YntcmvOI7Ks0bkkfbL6,"Zion.T, Benny Benack III",The Things I Love (feat. Benny Benack III),THEBLACKLABEL,138,-1,1,36730,KR,2023-12-14
139,spotify:track:3frLzo91IiVjnFg5efPMsp,"Zion.T, Yun Seokcheol",Thank u (feat. Yun Seokcheol),THEBLACKLABEL,139,-1,1,36624,KR,2023-12-14
140,spotify:track:100fbGocyqbBPQkTDchi2g,"The Kid LAROI, Jung Kook, Central Cee",TOO MUCH,Columbia,4,112,8,36546,KR,2023-12-14
141,spotify:track:1dS4l6xmdgEhCZTAhdOm4N,BTS,Serendipity (Full Length Edition),BIGHIT MUSIC,21,118,64,36507,KR,2023-12-14
142,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,19,150,52,36316,KR,2023-12-14
143,spotify:track:0kz21Av0iMO0SBlSd7HyXn,"Silica Gel, So!YoON!",Tik Tak Tok (feat. So!YoON!),MAGIC STRAWBERRY SOUND,130,-1,3,36264,KR,2023-12-14
144,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,36,142,76,36215,KR,2023-12-14
145,spotify:track:12usPU2WnqgCHAW1EK2dfd,Tatsuya Kitani,青のすみか,Sony Music Labels Inc.,63,134,23,35661,KR,2023-12-14
146,spotify:track:4p4yxplNCSmt9xfaAMpcd5,BIG Naughty,Vancouver,H1GHR MUSIC RECORDS,40,136,84,35207,KR,2023-12-14
147,spotify:track:7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Mistletoe,RBMG/Def Jam,40,147,13,35201,KR,2023-12-14
148,spotify:track:01d3IKaDzqxP50zPZnAkT9,Silica Gel,NO PAIN,MAGIC STRAWBERRY SOUND,148,-1,2,34772,KR,2023-12-14
149,spotify:track:18x0Z8JUwLA2LhgsIHbNy3,DAY6,한 페이지가 될 수 있게,JYP Entertainment,109,166,55,34604,KR,2023-12-14
150,spotify:track:04TshWXkhV1qkqHzf31Hn6,Kenshi Yonezu,Lemon,Sony Music Labels Inc.,25,155,58,34493,KR,2023-12-14
151,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,IVE,LOVE DIVE,STARSHIP Entertainment,1,146,89,34421,KR,2023-12-14
152,spotify:track:1qRfAvzRIJQodWKBNFAb6C,"Dynamicduo, Lee Young Ji","Smoke (Prod. Dynamicduo, Padi)",Genie Music Corporation,21,151,15,34405,KR,2023-12-14
153,spotify:track:2j1fFjWHCI9KJSwcuYAOyF,BTS,봄날,BIGHIT MUSIC,32,-1,114,34373,KR,2023-12-14
154,spotify:track:5QM0SsyzmBM0pbFY52Xj1X,Sam Smith,I'm Not The Only One,PLG - Capitol,51,129,65,34360,KR,2023-12-14
155,spotify:track:1jxGBe4s8FwL2ZeNWszVuu,"D.O., Wonstein",I'm Gonna Love You,SM Entertainment,79,128,17,34230,KR,2023-12-14
156,spotify:track:7foeH2Emgq8A3LWk3q6dat,IVE,Kitsch,Starship Entertainment,2,144,38,34093,KR,2023-12-14
157,spotify:track:2fiI6e0WxyZB3QnmRxYGPg,BIG Naughty,Vancouver 2,H1GHR MUSIC RECORDS,18,145,13,34033,KR,2023-12-14
158,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,JANNABI,for lovers who hesitate,PEPONI MUSIC,55,161,144,33884,KR,2023-12-14
159,spotify:track:2DwUdMJ5uxv20EhAildreg,NewJeans,Cookie,ADOR,3,158,72,33835,KR,2023-12-14
160,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,RBMG/Def Jam,79,163,143,33834,KR,2023-12-14
161,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,77,137,13,33784,KR,2023-12-14
162,spotify:track:5fpyAakgFOm4YTXkgfPzvV,NewJeans,ASAP,ADOR,7,164,21,33474,KR,2023-12-14
163,spotify:track:03e4A00khehPEsePxyWea5,Zion.T,NOT FOR SALE,THEBLACKLABEL,163,-1,1,33413,KR,2023-12-14
164,spotify:track:739WUU1tPFLO4x4HJq561K,FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4,ATTRAKT,9,141,36,33384,KR,2023-12-14
165,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,72,156,54,33310,KR,2023-12-14
166,spotify:track:2gYj9lubBorOPIVWsTXugG,IVE,After LIKE,Starship Entertainment,1,153,69,33258,KR,2023-12-14
167,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,BTS,Dynamite,BIGHIT MUSIC,1,160,150,33219,KR,2023-12-14
168,spotify:track:3BlFzuu8yqE4bMrHKTViee,Roy Kim,Let's Stay Well (My love X Roy Kim),TOON STUDIO,166,191,11,32910,KR,2023-12-14
169,spotify:track:3AOf6YEpxQ894FmrwI9k96,SEVENTEEN,Super,PLEDIS Entertainment,6,157,34,32872,KR,2023-12-14
170,spotify:track:79f5CcWzdkkDVD4XAIQgKr,Stray Kids,락 (樂) LALALALA,JYP Entertainment,50,135,5,32853,KR,2023-12-14
171,spotify:track:3scRk3rUGIwpCg9kMNrtEQ,Baek A,Amor,Baek A,17,177,65,32764,KR,2023-12-14
172,spotify:track:0GWNtMohuYUEHVZ40tcnHF,King Gnu,SPECIALZ,Sony Music Labels Inc.,58,183,15,32757,KR,2023-12-14
173,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,3,154,89,32746,KR,2023-12-14
174,spotify:track:33xRp6ZX1DKraRFHR9ZDck,Choi Yu Ree,Forest,쇼파르엔터테인먼트,162,178,5,32745,KR,2023-12-14
175,spotify:track:4BLpd6QINAs4UXd1lVtdhj,Charlie Puth,Dangerously,Artist Partner,26,152,73,32621,KR,2023-12-14
176,spotify:track:3FR2yqZsG07NhXz7uPyUyC,DAY6,예뻤어,JYP Entertainment,126,165,47,32310,KR,2023-12-14
177,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,夜に駆ける,YOASOBI,88,173,114,32286,KR,2023-12-14
178,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,70,159,118,32082,KR,2023-12-14
179,spotify:track:330IIz7d75eqAsKq1xhzXR,aespa,Better Things,SM Entertainment / Warner Records,36,181,17,31972,KR,2023-12-14
180,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,1,168,78,31285,KR,2023-12-14
